binary,obf,struct,obj_class,rung,n,n_ambig,base_rate,U_entropy,U_bayes,U_entropy_ambig,U_bayes_ambig,beta_ambig,ece,auroc,align_ok,e_type,exec_vaddr,gt_n,ambig_provenance,resolve,n_clamp,status
desync_coreutils_64_O0_basename,desync,desync,instruction-start,R0,38692,,0.2944277886901685,0.29356675715300273,0.08758373064132005,,,,0.20684405804884848,0.9586440230532576,True,3,8192,11392,none,False,0,ok
desync_coreutils_64_O0_basename,desync,desync,instruction-start,R1,38692,,0.2944,,,,,,0.1181,0.8555,True,3,8192,11392,none,False,0,ok
desync_coreutils_64_O0_basename,desync,desync,instruction-start,R2,38692,,0.2944277886901685,0.24500610723193145,0.07110426336520821,,,,0.07991616586775366,0.9611234508118286,True,3,8192,11392,none,False,0,ok
desync_coreutils_64_O0_basename,desync,desync,instruction-start,R3,38692,,0.2944277886901685,0.3532926698407086,0.1538373908148093,,,,0.14059039787535585,0.962625689063979,True,3,8192,11392,none,True,0,ok
desync_coreutils_64_O0_basenc,desync,desync,instruction-start,R0,72849,,0.2945544894233277,0.281465644090033,0.08068770038259693,,,,0.2199938728899331,0.9593906546804246,True,3,8192,21458,none,False,0,ok
desync_coreutils_64_O0_basenc,desync,desync,instruction-start,R1,72849,,0.2946,,,,,,0.1193,0.8482,True,3,8192,21458,none,False,0,ok
desync_coreutils_64_O0_basenc,desync,desync,instruction-start,R2,72849,,0.2945544894233277,0.25225135980165436,0.07631777109578558,,,,0.05213489741551945,0.9612061840292775,True,3,8192,21458,none,False,0,ok
desync_coreutils_64_O0_basenc,desync,desync,instruction-start,R3,72849,,0.2945544894233277,0.3556973996383502,0.17273758828160343,,,,0.12227471426535921,0.9615793576563368,True,3,8192,21458,none,True,0,ok
desync_coreutils_64_O0_cat,desync,desync,instruction-start,R0,48625,,0.29211311053984573,0.2658730441005075,0.07398739047391616,,,,0.22343559149484082,0.9610896789763533,True,3,8192,14204,none,False,0,ok
desync_coreutils_64_O0_cat,desync,desync,instruction-start,R1,48625,,0.2921,,,,,,0.1057,0.8742,True,3,8192,14204,none,False,0,ok
desync_coreutils_64_O0_cat,desync,desync,instruction-start,R2,48625,,0.29211311053984573,0.26521294783035293,0.08141425399649412,,,,0.08035455649199667,0.9623172725556203,True,3,8192,14204,none,False,0,ok
desync_coreutils_64_O0_cat,desync,desync,instruction-start,R3,48625,,0.29211311053984573,0.3420719169058181,0.1438347322829623,,,,0.14827837825687612,0.9638845319249231,True,3,8192,14204,none,True,0,ok
desync_coreutils_64_O0_chcon,desync,desync,instruction-start,R0,101544,,0.2917454502481683,0.23742895543800727,0.06135317301917439,,,,0.23039227722899389,0.9603005293754349,True,3,8192,29625,none,False,0,ok
desync_coreutils_64_O0_chcon,desync,desync,instruction-start,R1,101544,,0.2917,,,,,,0.1028,0.8861,True,3,8192,29625,none,False,0,ok
desync_coreutils_64_O0_chcon,desync,desync,instruction-start,R2,101544,,0.2917454502481683,0.19732275237488628,0.04827525526801124,,,,0.17118625895241324,0.9620796213367793,True,3,8192,29625,none,False,0,ok
desync_coreutils_64_O0_chcon,desync,desync,instruction-start,R3,101544,,0.2917454502481683,0.19902549773002476,0.04895056230889539,,,,0.16124403313741045,0.9617378221385134,True,3,8192,29625,none,True,0,ok
desync_coreutils_64_O0_chgrp,desync,desync,instruction-start,R0,97844,,0.29238379461183106,0.2428252140032202,0.06384666508278006,,,,0.22853712952905103,0.9629362403586579,True,3,8192,28608,none,False,0,ok
desync_coreutils_64_O0_chgrp,desync,desync,instruction-start,R1,97844,,0.2924,,,,,,0.098,0.8894,True,3,8192,28608,none,False,0,ok
desync_coreutils_64_O0_chgrp,desync,desync,instruction-start,R2,97844,,0.29238379461183106,0.22051547525028287,0.05841267806887013,,,,0.08951706698127324,0.9647040332268048,True,3,8192,28608,none,False,0,ok
desync_coreutils_64_O0_chgrp,desync,desync,instruction-start,R3,97844,,0.29238379461183106,0.3300461965153599,0.1268185718652309,,,,0.16556522274658894,0.965041840730075,True,3,8192,28608,none,True,0,ok
desync_coreutils_64_O0_chmod,desync,desync,instruction-start,R0,95374,,0.29310923312433157,0.23937263592776897,0.06225727205580701,,,,0.2308519610685246,0.9627922472964497,True,3,8192,27955,none,False,0,ok
desync_coreutils_64_O0_chmod,desync,desync,instruction-start,R1,95374,,0.2931,,,,,,0.1082,0.8946,True,3,8192,27955,none,False,0,ok
desync_coreutils_64_O0_chmod,desync,desync,instruction-start,R2,95374,,0.29310923312433157,0.2302087155135484,0.06537200321673464,,,,0.07084797962575622,0.9644625744564523,True,3,8192,27955,none,False,0,ok
desync_coreutils_64_O0_chmod,desync,desync,instruction-start,R3,95374,,0.29310923312433157,0.21498569097254563,0.056832196633920605,,,,0.14030635078702483,0.9641238655753015,True,3,8192,27955,none,True,0,ok
desync_coreutils_64_O0_chown,desync,desync,instruction-start,R0,100562,,0.29163103359121734,0.24194636117617038,0.06318682229622766,,,,0.2284442112949897,0.9621545379556324,True,3,8192,29327,none,False,0,ok
desync_coreutils_64_O0_chown,desync,desync,instruction-start,R1,100562,,0.2916,,,,,,0.0976,0.891,True,3,8192,29327,none,False,0,ok
desync_coreutils_64_O0_chown,desync,desync,instruction-start,R2,100562,,0.29163103359121734,0.22378369598116882,0.06034118252045209,,,,0.11804112375666183,0.9636056636388421,True,3,8192,29327,none,False,0,ok
desync_coreutils_64_O0_chown,desync,desync,instruction-start,R3,100562,,0.29163103359121734,0.3250567644967725,0.12051395246515546,,,,0.17111708112605462,0.9643102777155682,True,3,8192,29327,none,True,0,ok
desync_coreutils_64_O0_chroot,desync,desync,instruction-start,R0,55162,,0.29246582792502085,0.2765472712615909,0.0782429337716648,,,,0.21944897040389502,0.9595307171592262,True,3,8192,16133,none,False,0,ok
desync_coreutils_64_O0_chroot,desync,desync,instruction-start,R1,55162,,0.2925,,,,,,0.1102,0.8677,True,3,8192,16133,none,False,0,ok
desync_coreutils_64_O0_chroot,desync,desync,instruction-start,R2,55162,,0.29246582792502085,0.22612940615761393,0.05946146163616279,,,,0.16554850899582424,0.9619618260166934,True,3,8192,16133,none,False,0,ok
desync_coreutils_64_O0_chroot,desync,desync,instruction-start,R3,55162,,0.29246582792502085,0.2821232728449514,0.08266988640612068,,,,0.20979594151890152,0.9623776466795364,True,3,8192,16133,none,True,0,ok
desync_coreutils_64_O0_cksum,desync,desync,instruction-start,R0,270060,,0.2929830408057469,0.17888580201832927,0.040195744889968445,,,,0.2527872959157784,0.9683444729895584,True,3,12288,79123,none,False,0,ok
desync_coreutils_64_O0_cksum,desync,desync,instruction-start,R1,270060,,0.293,,,,,,0.0794,0.9293,True,3,12288,79123,none,False,0,ok
desync_coreutils_64_O0_cksum,desync,desync,instruction-start,R2,270060,,0.2929830408057469,0.272614879858898,0.08231681514635467,,,,0.09261406690743539,0.970215380854072,True,3,12288,79123,none,False,0,ok
desync_coreutils_64_O0_cksum,desync,desync,instruction-start,R3,270060,,0.2929830408057469,0.3244304677919501,0.12905368346542387,,,,0.16392935734032732,0.9706014775487148,True,3,12288,79123,none,True,0,ok
desync_coreutils_64_O0_comm,desync,desync,instruction-start,R0,54560,,0.2900293255131965,0.24902952530598452,0.06626339793647111,,,,0.2237659275767254,0.9592123741356804,True,3,8192,15824,none,False,0,ok
desync_coreutils_64_O0_comm,desync,desync,instruction-start,R1,54560,,0.29,,,,,,0.1025,0.8803,True,3,8192,15824,none,False,0,ok
desync_coreutils_64_O0_comm,desync,desync,instruction-start,R2,54560,,0.2900293255131965,0.20668634153128837,0.051989338996626826,,,,0.18413602757228745,0.9611149304563645,True,3,8192,15824,none,False,0,ok
desync_coreutils_64_O0_comm,desync,desync,instruction-start,R3,54560,,0.2900293255131965,0.2567364109549683,0.07047613154492276,,,,0.21955319396827438,0.9623089412140005,True,3,8192,15824,none,True,0,ok
desync_coreutils_64_O0_cp,desync,desync,instruction-start,R0,179308,,0.28543065563165054,0.2106401600433487,0.05128230187229752,,,,0.23414835375935306,0.9635036716165819,True,3,12288,51180,none,False,0,ok
desync_coreutils_64_O0_cp,desync,desync,instruction-start,R1,179308,,0.2854,,,,,,0.094,0.9035,True,3,12288,51180,none,False,0,ok
desync_coreutils_64_O0_cp,desync,desync,instruction-start,R2,179308,,0.28543065563165054,0.17759638763050792,0.041122089110748994,,,,0.17689383878981324,0.9649106504055489,True,3,12288,51180,none,False,0,ok
desync_coreutils_64_O0_cp,desync,desync,instruction-start,R3,179308,,0.28543065563165054,0.1757973896489453,0.040415570815945004,,,,0.18814087953766284,0.9646781697597293,True,3,12288,51180,none,True,0,ok
desync_coreutils_64_O0_csplit,desync,desync,instruction-start,R0,71967,,0.29039698750816345,0.2535604746601559,0.06834935928892895,,,,0.22204762821923454,0.96017484353249,True,3,8192,20899,none,False,0,ok
desync_coreutils_64_O0_csplit,desync,desync,instruction-start,R1,71967,,0.2904,,,,,,0.1063,0.8748,True,3,8192,20899,none,False,0,ok
desync_coreutils_64_O0_csplit,desync,desync,instruction-start,R2,71967,,0.29039698750816345,0.23173101167286705,0.0627808490374991,,,,0.11079519703868353,0.9614438296676703,True,3,8192,20899,none,False,0,ok
desync_coreutils_64_O0_csplit,desync,desync,instruction-start,R3,71967,,0.29039698750816345,0.32115311621429554,0.11589713659775516,,,,0.17449985091039907,0.9639587435770197,True,3,8192,20899,none,True,0,ok
desync_coreutils_64_O0_cut,desync,desync,instruction-start,R0,55767,,0.29051231014757833,0.272135483206579,0.07685522010166206,,,,0.2184459545367536,0.9614324931088384,True,3,8192,16201,none,False,0,ok
desync_coreutils_64_O0_cut,desync,desync,instruction-start,R1,55767,,0.2905,,,,,,0.1171,0.8497,True,3,8192,16201,none,False,0,ok
desync_coreutils_64_O0_cut,desync,desync,instruction-start,R2,55767,,0.29051231014757833,0.2669271703616997,0.08250556487760367,,,,0.07705977239833257,0.9627671893647707,True,3,8192,16201,none,False,0,ok
desync_coreutils_64_O0_cut,desync,desync,instruction-start,R3,55767,,0.29051231014757833,0.34792334310518797,0.16958784718902414,,,,0.12049811898799159,0.9641407298632793,True,3,8192,16201,none,True,0,ok
desync_coreutils_64_O0_date,desync,desync,instruction-start,R0,249597,,0.2736971998862166,0.2517545126783018,0.06900325055634915,,,,0.20469394932986745,0.9637161794970007,True,3,12288,68314,none,False,0,ok
desync_coreutils_64_O0_date,desync,desync,instruction-start,R1,249597,,0.2737,,,,,,0.1265,0.8238,True,3,12288,68314,none,False,0,ok
desync_coreutils_64_O0_date,desync,desync,instruction-start,R2,249597,,0.2736971998862166,0.22836912244498872,0.06373328081660215,,,,0.08065822249283211,0.9656559681616473,True,3,12288,68314,none,False,0,ok
desync_coreutils_64_O0_date,desync,desync,instruction-start,R3,249597,,0.2736971998862166,0.3031642882060686,0.10479771777088531,,,,0.1688994821153426,0.9694189827042723,True,3,12288,68314,none,True,0,ok
desync_coreutils_64_O0_dd,desync,desync,instruction-start,R0,192362,,0.2767438475374554,0.23184628962468343,0.06066577780934128,,,,0.21607806972811414,0.9625594904609485,True,3,8192,53235,none,False,0,ok
desync_coreutils_64_O0_dd,desync,desync,instruction-start,R1,192362,,0.2767,,,,,,0.1148,0.8596,True,3,8192,53235,none,False,0,ok
desync_coreutils_64_O0_dd,desync,desync,instruction-start,R2,192362,,0.2767438475374554,0.26032736333015244,0.09173931048943211,,,,0.06334817719250455,0.9639755449411376,True,3,8192,53235,none,False,0,ok
desync_coreutils_64_O0_dd,desync,desync,instruction-start,R3,192362,,0.2767438475374554,0.326281383679679,0.15408845074785824,,,,0.12265539678958579,0.9674690746194867,True,3,8192,53235,none,True,0,ok
desync_coreutils_64_O0_df,desync,desync,instruction-start,R0,230756,,0.27800793912184296,0.2301548379942574,0.05985264912534895,,,,0.21815528999649403,0.9637215618886393,True,3,12288,64152,none,False,0,ok
desync_coreutils_64_O0_df,desync,desync,instruction-start,R1,230756,,0.278,,,,,,0.104,0.8726,True,3,12288,64152,none,False,0,ok
desync_coreutils_64_O0_df,desync,desync,instruction-start,R2,230756,,0.27800793912184296,0.19749728869174102,0.049755318788754825,,,,0.1742865262770338,0.9650658289305032,True,3,12288,64152,none,False,0,ok
desync_coreutils_64_O0_df,desync,desync,instruction-start,R3,230756,,0.27800793912184296,0.2339617144896849,0.063147076797236,,,,0.21486086232459775,0.9680559378261131,True,3,12288,64152,none,True,0,ok
