offset,addr,cavity_q,local_m,residual,surprise,event,label
0,0x2370,0.32957,0.20000,-0.27564,0.50707,0,1
3,0x2373,0.32957,0.20000,-0.27564,0.50707,0,0
4,0x2374,0.37673,0.20000,-0.36472,0.55519,0,1
5,0x2375,0.32843,0.20000,-0.27347,0.50594,0,0
6,0x2376,0.43065,0.20000,-0.46580,0.61321,0,1
7,0x2377,0.64109,0.20000,-0.91956,0.87865,0,0
8,0x2378,0.00052,0.20000,8.70811,0.22354,0,0
9,0x2379,0.98874,0.20000,-7.47608,1.57622,0,1
10,0x237a,0.98932,0.20000,-7.67881,1.57790,0,1
11,0x237b,0.03215,0.20000,0.95145,0.24755,0,0
12,0x237c,0.00026,0.20000,12.42529,0.22334,0,0
13,0x237d,0.99681,0.20000,-14.12598,1.59991,0,1
14,0x237e,0.01002,0.20000,1.90738,0.23069,0,0
15,0x237f,0.01002,0.20000,1.90743,0.23069,0,0
17,0x2381,0.99997,0.20000,-80.00072,1.60934,0,1
18,0x2382,0.99999,0.20000,-80.00257,1.60940,0,1
19,0x2383,0.49828,0.20000,-0.59657,0.69109,0,1
20,0x2384,0.30917,0.20000,-0.23622,0.48695,0,0
21,0x2385,0.06455,0.20000,0.55119,0.27277,0,0
22,0x2386,0.47343,0.20000,-0.54763,0.66176,0,1
23,0x2387,0.93869,0.20000,-3.07919,1.44060,0,0
24,0x2388,0.54081,0.20000,-0.68390,0.74336,0,1
25,0x2389,0.34344,0.20000,-0.30207,0.52099,0,0
26,0x238a,0.34344,0.20000,-0.30207,0.52099,0,0
28,0x238c,0.20358,0.20000,-0.00888,0.38882,0,0
29,0x238d,0.34344,0.20000,-0.30207,0.52099,0,0
30,0x238e,0.00001,0.20000,20.00046,0.22315,0,0
31,0x238f,0.99999,0.20000,-80.00349,1.60942,0,1
32,0x2390,0.00002,0.20000,19.99936,0.22316,0,0
33,0x2391,0.00001,0.20000,20.00009,0.22315,0,0
34,0x2392,0.00001,0.20000,20.00009,0.22315,0,0
35,0x2393,0.00002,0.20000,19.99937,0.22316,0,0
36,0x2394,0.00000,0.20000,20.00100,0.22314,0,0
37,0x2395,0.66666,1.00000,0.70711,0.40547,0,1
38,0x2396,0.38998,1.00000,1.25071,0.94167,0,1
39,0x2397,0.00000,0.20000,20.00100,0.22314,0,0
40,0x2398,0.00000,0.20000,20.00100,0.22314,0,0
42,0x239a,0.00000,0.20000,20.00100,0.22314,0,0
43,0x239b,0.00000,0.20000,20.00100,0.22314,0,0
44,0x239c,0.00000,0.20000,20.00100,0.22314,0,0
45,0x239d,0.00000,0.20000,20.00100,0.22314,0,0
46,0x239e,0.00000,0.20000,20.00100,0.22314,0,0
47,0x239f,0.00000,0.20000,20.00100,0.22314,0,0
48,0x23a0,0.99991,1.00000,0.00884,0.00009,0,1
49,0x23a1,0.00000,0.20000,20.00100,0.22314,0,0
50,0x23a2,0.00000,0.20000,20.00100,0.22314,0,0
51,0x23a3,0.00000,0.20000,20.00100,0.22314,0,0
52,0x23a4,0.00000,0.20000,20.00100,0.22314,0,0
53,0x23a5,0.00000,0.20000,20.00100,0.22314,0,0
54,0x23a6,0.00000,0.20000,20.00100,0.22314,0,0
55,0x23a7,0.99573,1.00000,0.06551,0.00428,0,1
56,0x23a8,0.00000,0.20000,20.00100,0.22314,0,0
57,0x23a9,0.00000,0.20000,20.00100,0.22314,0,0
59,0x23ab,0.00000,0.20000,20.00100,0.22314,0,0
60,0x23ac,0.00000,0.20000,20.00100,0.22314,0,0
61,0x23ad,0.00000,0.20000,20.00100,0.22314,0,0
62,0x23ae,0.99987,1.00000,0.01122,0.00013,0,1
63,0x23af,0.00000,0.20000,20.00100,0.22314,0,0
64,0x23b0,0.00000,0.20000,20.00100,0.22314,0,0
65,0x23b1,1.00000,1.00000,0.00000,0.00000,0,1
66,0x23b2,0.00000,0.20000,20.00100,0.22314,0,0
67,0x23b3,0.99520,1.00000,0.06948,0.00482,0,1
68,0x23b4,0.00000,0.20000,20.00100,0.22314,0,0
69,0x23b5,0.00000,0.20000,20.00100,0.22314,0,0
70,0x23b6,0.00000,0.20000,20.00100,0.22314,0,0
71,0x23b7,0.00000,0.20000,20.00100,0.22314,0,0
72,0x23b8,0.00000,0.20000,20.00100,0.22314,0,0
73,0x23b9,0.00000,0.20000,20.00100,0.22314,0,0
74,0x23ba,0.99950,1.00000,0.02227,0.00050,0,1
75,0x23bb,0.00000,0.20000,20.00100,0.22314,0,0
76,0x23bc,0.00000,0.20000,20.00100,0.22314,0,0
77,0x23bd,1.00000,1.00000,0.00000,0.00000,0,1
78,0x23be,0.00000,0.20000,20.00100,0.22314,0,0
79,0x23bf,0.62143,1.00000,0.78051,0.47573,0,1
80,0x23c0,0.00000,0.20000,20.00100,0.22314,0,0
81,0x23c1,0.36676,0.20000,-0.34604,0.54483,0,1
83,0x23c3,0.29541,0.20000,-0.20913,0.47361,0,0
84,0x23c4,0.29541,0.20000,-0.20913,0.47361,0,0
85,0x23c5,0.21865,0.20000,-0.04511,0.40225,0,0
86,0x23c6,0.47633,0.20000,-0.55327,0.66513,0,0
87,0x23c7,0.00000,0.20000,20.00100,0.22314,0,0
88,0x23c8,1.00000,1.00000,0.00000,0.00000,0,1
89,0x23c9,0.36676,0.20000,-0.34604,0.54483,0,1
91,0x23cb,0.29541,0.20000,-0.20913,0.47361,0,0
92,0x23cc,0.29541,0.20000,-0.20913,0.47361,0,0
93,0x23cd,0.21865,0.20000,-0.04512,0.40225,0,0
94,0x23ce,0.47632,0.20000,-0.55327,0.66513,0,0
95,0x23cf,0.00000,0.20000,20.00074,0.22315,0,0
96,0x23d0,0.99991,0.92453,-7.53840,0.07856,0,1
97,0x23d1,0.00001,0.20000,20.00040,0.22315,0,0
98,0x23d2,0.00001,0.20000,20.00040,0.22315,0,0
99,0x23d3,0.00001,0.20000,20.00040,0.22315,0,0
100,0x23d4,0.00000,0.20000,20.00067,0.22315,0,0
101,0x23d5,0.00001,0.20000,20.00040,0.22315,0,0
102,0x23d6,0.00000,0.20000,20.00100,0.22314,0,0
103,0x23d7,0.99573,0.92453,-1.09158,0.08240,0,1
104,0x23d8,0.00028,0.20000,11.93655,0.22335,0,0
105,0x23d9,0.00028,0.20000,11.93655,0.22335,0,0
106,0x23da,0.00000,0.20000,20.00100,0.22314,0,0
107,0x23db,0.00016,0.20000,16.02315,0.22326,0,0
108,0x23dc,0.00028,0.20000,11.93655,0.22335,0,0
109,0x23dd,0.00000,0.20000,20.00100,0.22314,0,0
110,0x23de,1.00000,0.92453,-7.54754,0.07847,0,1
111,0x23df,0.00000,0.20000,20.00100,0.22314,0,0
112,0x23e0,0.00000,0.20000,20.00100,0.22314,0,0
113,0x23e1,0.99999,0.92453,-7.54659,0.07848,0,1
114,0x23e2,0.00000,0.20000,20.00094,0.22314,0,0
116,0x23e4,0.99696,0.92453,-1.31512,0.08127,0,1
117,0x23e5,0.00020,0.20000,14.15753,0.22329,0,0
118,0x23e6,0.00020,0.20000,14.15753,0.22329,0,0
120,0x23e8,0.99999,0.92453,-7.54647,0.07848,0,1
121,0x23e9,0.00000,0.20000,20.00093,0.22314,0,0
122,0x23ea,0.00000,0.20000,20.00096,0.22314,0,0
123,0x23eb,0.00000,0.20000,20.00100,0.22314,0,0
124,0x23ec,1.00000,0.92453,-7.54754,0.07847,0,1
125,0x23ed,0.00000,0.20000,20.00100,0.22314,0,0
127,0x23ef,0.99950,0.92453,-3.36849,0.07893,0,1
128,0x23f0,0.00016,0.20000,15.82909,0.22326,0,0
130,0x23f2,1.00000,0.99338,-0.66201,0.00664,0,1
131,0x23f3,0.00000,0.20000,20.00100,0.22314,0,0
132,0x23f4,0.99519,0.99338,-0.02618,0.01143,0,1
133,0x23f5,0.00003,0.20000,19.99842,0.22316,0,0
134,0x23f6,0.00003,0.20000,19.99842,0.22316,0,0
135,0x23f7,0.00001,0.20000,19.99957,0.22315,0,0
136,0x23f8,0.00001,0.20000,19.99957,0.22315,0,0
137,0x23f9,0.00003,0.20000,19.99842,0.22316,0,0
138,0x23fa,0.00000,0.20000,20.00100,0.22314,0,0
139,0x23fb,0.99950,0.99338,-0.27384,0.00714,0,1
140,0x23fc,0.00001,0.20000,19.99969,0.22315,0,0
141,0x23fd,0.00000,0.20000,20.00100,0.22314,0,0
142,0x23fe,1.00000,0.99946,-0.05437,0.00054,0,1
143,0x23ff,0.00000,0.20000,20.00100,0.22314,0,0
144,0x2400,0.64045,0.99946,0.74814,0.44583,0,1
145,0x2401,0.00013,0.20000,17.29488,0.22324,0,0
146,0x2402,0.37855,0.20000,-0.36813,0.55710,0,1
147,0x2403,0.37857,0.20000,-0.36816,0.55712,0,0
149,0x2405,0.37856,0.20000,-0.36815,0.55711,0,0
150,0x2406,0.37856,0.20000,-0.36815,0.55711,0,0
151,0x2407,0.00000,0.20000,20.00100,0.22314,0,0
152,0x2408,0.99993,0.99946,-0.04751,0.00061,0,1
153,0x2409,0.22826,0.20000,-0.06734,0.41092,0,1
155,0x240b,0.29039,0.20000,-0.19912,0.46878,0,0
156,0x240c,0.29039,0.20000,-0.19912,0.46878,0,0
157,0x240d,0.27702,0.20000,-0.17211,0.45605,0,0
158,0x240e,0.30504,0.20000,-0.22813,0.48292,0,0
159,0x240f,0.43570,0.20000,-0.47535,0.61882,0,0
160,0x2410,0.29761,0.20000,-0.21349,0.47573,0,1
163,0x2413,0.30884,0.20000,-0.23559,0.48663,0,0
164,0x2414,0.00092,0.20000,6.55175,0.22384,0,1
165,0x2415,0.00000,0.20000,20.00064,0.22315,0,0
166,0x2416,0.00788,0.20000,2.17356,0.22907,0,0
167,0x2417,0.99548,0.20000,-11.86232,1.59598,0,0
168,0x2418,0.00000,0.20000,20.00064,0.22315,0,0
169,0x2419,0.99990,0.20000,-79.80987,1.60914,0,0
170,0x241a,0.00000,0.20000,20.00100,0.22314,0,0
171,0x241b,0.99996,0.92453,-7.54344,0.07851,0,1
172,0x241c,0.00000,0.20000,20.00100,0.22314,0,0
173,0x241d,0.99742,0.92453,-1.43651,0.08085,0,1
174,0x241e,0.18666,0.92453,1.89371,1.45261,0,1
175,0x241f,0.57865,0.20000,-0.76685,0.79228,0,0
176,0x2420,0.06036,0.20000,0.58634,0.26947,0,0
177,0x2421,0.08127,0.20000,0.43449,0.28604,0,0
178,0x2422,0.09588,0.20000,0.35362,0.29777,0,0
179,0x2423,0.06276,0.20000,0.56589,0.27136,0,0
180,0x2424,0.57935,0.20000,-0.76844,0.79321,0,0
181,0x2425,0.00002,0.20000,19.99949,0.22315,0,0
182,0x2426,0.99750,0.92453,-1.46004,0.08077,0,1
183,0x2427,0.00016,0.20000,15.61169,0.22327,0,0
184,0x2428,0.00000,0.20000,20.00100,0.22314,0,0
185,0x2429,1.00000,0.99338,-0.66201,0.00664,0,1
186,0x242a,0.00000,0.20000,20.00100,0.22314,0,0
187,0x242b,0.47717,0.99338,1.03349,0.73924,0,1
188,0x242c,0.00576,0.20000,2.56752,0.22747,0,0
189,0x242d,0.00576,0.20000,2.56752,0.22747,0,0
191,0x242f,0.00320,0.20000,3.48374,0.22555,0,0
192,0x2430,0.00576,0.20000,2.56752,0.22747,0,0
193,0x2431,0.00000,0.20000,20.00100,0.22314,0,0
194,0x2432,1.00000,0.99338,-0.66201,0.00664,0,1
195,0x2433,0.00000,0.20000,20.00100,0.22314,0,0
199,0x2437,1.00000,1.00000,-0.00000,0.00000,0,1
203,0x243b,0.00000,0.20000,20.00100,0.22314,0,0
204,0x243c,0.49972,1.00000,1.00056,0.69371,0,1
205,0x243d,0.00000,0.20000,20.00100,0.22314,0,0
206,0x243e,0.00000,0.20000,20.00100,0.22314,0,0
207,0x243f,0.00000,0.20000,20.00100,0.22314,0,0
208,0x2440,0.00000,0.20000,20.00100,0.22314,0,0
209,0x2441,0.00000,0.20000,20.00100,0.22314,0,0
210,0x2442,0.00000,0.20000,20.00100,0.22314,0,0
211,0x2443,0.99999,1.00000,0.00076,0.00001,0,1
212,0x2444,0.99805,1.00000,0.04419,0.00195,0,1
213,0x2445,0.49987,0.20000,-0.59975,0.69300,0,1
215,0x2447,0.00029,0.20000,11.75796,0.22336,0,0
216,0x2448,0.99095,0.92453,-0.70161,0.08681,0,1
217,0x2449,0.23962,0.20000,-0.09282,0.42125,0,1
219,0x244b,0.29081,0.20000,-0.19996,0.46918,0,0
220,0x244c,0.29081,0.20000,-0.19996,0.46918,0,0
221,0x244d,0.27254,0.20000,-0.16290,0.45180,0,0
222,0x244e,0.31910,0.20000,-0.25551,0.49669,0,0
223,0x244f,0.41167,0.20000,-0.43011,0.59240,0,0
224,0x2450,0.43343,0.20000,-0.47106,0.61630,0,1
227,0x2453,0.44661,0.20000,-0.49606,0.63105,0,0
228,0x2454,1.00000,0.92453,-7.54755,0.07847,0,1
229,0x2455,0.00000,0.92453,92.45745,2.58400,0,0
232,0x2458,0.00000,0.20000,20.00100,0.22314,0,0
233,0x2459,0.99350,1.00000,0.08087,0.00652,0,1
234,0x245a,0.00000,0.20000,20.00100,0.22314,0,0
236,0x245c,0.00000,0.20000,20.00100,0.22314,0,0
237,0x245d,0.00000,0.20000,20.00100,0.22314,0,0
238,0x245e,0.00000,0.20000,20.00100,0.22314,0,0
239,0x245f,0.98390,1.00000,0.12793,0.01623,0,1
240,0x2460,0.00000,0.20000,20.00100,0.22314,0,0
241,0x2461,0.00000,0.20000,20.00100,0.22314,0,0
242,0x2462,0.00000,0.20000,20.00100,0.22314,0,0
243,0x2463,0.99950,1.00000,0.02227,0.00050,0,1
244,0x2464,0.00000,0.20000,20.00100,0.22314,0,0
245,0x2465,0.00000,0.20000,20.00100,0.22314,0,0
246,0x2466,0.96877,1.00000,0.17954,0.03173,0,1
247,0x2467,0.00000,0.20000,20.00100,0.22314,0,0
248,0x2468,0.00000,0.20000,20.00100,0.22314,0,0
249,0x2469,0.00000,0.20000,20.00100,0.22314,0,0
250,0x246a,0.99950,1.00000,0.02227,0.00050,0,1
251,0x246b,0.00000,0.20000,20.00100,0.22314,0,0
252,0x246c,0.00000,0.20000,20.00100,0.22314,0,0
253,0x246d,0.99996,1.00000,0.00358,0.00004,0,1
254,0x246e,0.00000,0.20000,20.00100,0.22314,0,0
255,0x246f,0.99999,1.00000,0.00076,0.00001,0,1
256,0x2470,0.00000,1.00000,100.00500,254.09733,1,1
257,0x2471,0.00000,1.00000,100.00500,266.73287,1,0
258,0x2472,0.00000,0.20000,20.00100,0.22314,0,0
259,0x2473,1.00000,1.00000,0.00000,0.00000,0,1
260,0x2474,0.99944,1.00000,0.02362,0.00056,0,1
261,0x2475,0.00000,0.20000,20.00100,0.22314,0,0
262,0x2476,0.00000,0.20000,20.00100,0.22314,0,0
263,0x2477,0.00000,0.20000,20.00100,0.22314,0,0
264,0x2478,0.79933,1.00000,0.50105,0.22399,0,1
265,0x2479,0.00000,0.20000,20.00100,0.22314,0,0
266,0x247a,0.00000,0.20000,20.00100,0.22314,0,0
267,0x247b,0.00000,0.20000,20.00100,0.22314,0,0
268,0x247c,0.00000,0.20000,20.00100,0.22314,0,0
269,0x247d,0.00000,0.20000,20.00100,0.22314,0,0
270,0x247e,0.00000,0.20000,20.00100,0.22314,0,0
271,0x247f,0.99615,1.00000,0.06215,0.00385,0,1
272,0x2480,0.00000,0.20000,20.00100,0.22314,0,0
273,0x2481,0.00000,0.20000,20.00100,0.22314,0,0
275,0x2483,0.00000,0.20000,20.00100,0.22314,0,0
276,0x2484,0.00000,0.20000,20.00100,0.22314,0,0
277,0x2485,0.00000,0.20000,20.00100,0.22314,0,0
278,0x2486,0.92753,1.00000,0.27953,0.07523,0,1
279,0x2487,0.00000,0.20000,20.00100,0.22314,0,0
280,0x2488,0.00000,0.20000,20.00100,0.22314,0,0
281,0x2489,0.00000,0.20000,20.00100,0.22314,0,0
282,0x248a,0.00000,1.00000,100.00500,265.18769,1,1
283,0x248b,0.00000,0.20000,20.00100,0.22314,0,0
284,0x248c,0.00000,1.00000,100.00500,545.24923,1,0
285,0x248d,0.00000,1.00000,100.00500,267.37444,1,1
286,0x248e,0.00000,0.20000,20.00100,0.22314,0,0
287,0x248f,0.00000,0.92453,92.45745,2.58400,0,0
288,0x2490,0.00000,0.20000,20.00100,0.22314,0,0
289,0x2491,0.97663,1.00000,0.15470,0.02365,0,1
290,0x2492,0.00000,0.92453,92.45745,2.58400,0,0
292,0x2494,0.99996,1.00000,0.00358,0.00004,0,1
293,0x2495,0.00000,0.20000,20.00100,0.22314,0,0
294,0x2496,0.00000,1.00000,100.00500,270.95601,1,1
295,0x2497,0.00000,0.20000,20.00100,0.22314,0,0
296,0x2498,0.00000,0.20000,20.00100,0.22314,0,0
297,0x2499,0.00000,0.20000,20.00100,0.22314,0,0
298,0x249a,0.00000,1.00000,100.00500,272.27804,1,0
299,0x249b,0.00000,0.20000,20.00100,0.22314,0,0
300,0x249c,0.00000,0.20000,20.00100,0.22314,0,0
301,0x249d,0.88735,1.00000,0.35630,0.11952,0,1
302,0x249e,0.00000,0.20000,20.00100,0.22314,0,0
304,0x24a0,1.00000,1.00000,0.00000,-0.00000,0,1
305,0x24a1,0.00000,0.20000,20.00100,0.22314,0,0
306,0x24a2,0.00000,0.20000,20.00100,0.22314,0,0
308,0x24a4,0.00000,0.20000,20.00100,0.22314,0,0
309,0x24a5,0.99756,1.00000,0.04941,0.00244,0,1
310,0x24a6,0.00000,0.20000,20.00100,0.22314,0,0
311,0x24a7,0.00000,0.20000,20.00100,0.22314,0,0
312,0x24a8,0.88735,1.00000,0.35630,0.11952,0,1
313,0x24a9,0.00000,0.20000,20.00100,0.22314,0,0
314,0x24aa,0.00000,0.20000,20.00100,0.22314,0,0
315,0x24ab,0.99696,1.00000,0.05524,0.00305,0,1
316,0x24ac,0.00000,0.20000,20.00100,0.22314,0,0
317,0x24ad,0.00000,0.20000,20.00100,0.22314,0,0
321,0x24b1,0.00000,0.92453,92.45745,2.58400,0,0
322,0x24b2,0.99990,1.00000,0.01005,0.00010,0,1
323,0x24b3,0.00000,0.92453,92.45745,2.58400,0,0
324,0x24b4,0.00000,0.20000,20.00100,0.22314,0,0
325,0x24b5,0.99648,1.00000,0.05944,0.00353,0,1
326,0x24b6,0.00000,0.20000,20.00100,0.22314,0,0
327,0x24b7,0.00000,0.92453,92.45745,2.58400,0,0
328,0x24b8,0.00000,0.20000,20.00100,0.22314,0,0
329,0x24b9,0.99996,1.00000,0.00358,0.00004,0,1
330,0x24ba,0.00000,0.92453,92.45745,2.58400,0,0
331,0x24bb,0.98898,1.00000,0.10554,0.01108,0,0
332,0x24bc,0.00000,0.20000,20.00100,0.22314,0,0
333,0x24bd,0.18182,0.92453,1.92564,1.47035,0,0
334,0x24be,0.10959,0.20000,0.28943,0.30891,0,0
335,0x24bf,0.00000,0.99338,99.34299,5.01769,0,0
336,0x24c0,1.00000,1.00000,0.00000,-0.00000,0,1
337,0x24c1,0.00000,0.20000,20.00100,0.22314,0,0
338,0x24c2,0.00000,0.20000,20.00100,0.22314,0,0
340,0x24c4,0.00000,0.20000,20.00100,0.22314,0,0
341,0x24c5,0.66667,1.00000,0.70711,0.40547,0,1
342,0x24c6,0.00000,1.00000,100.00495,14.41077,0,1
343,0x24c7,0.00000,0.20000,20.00100,0.22314,0,0
344,0x24c8,0.00000,0.99338,99.34299,5.01769,0,0
345,0x24c9,0.00000,0.99338,99.34299,5.01769,0,0
346,0x24ca,0.99999,1.00000,0.00076,0.00001,0,1
347,0x24cb,0.99805,1.00000,0.04419,0.00195,0,1
348,0x24cc,0.97693,1.00000,0.15367,0.02334,0,1
349,0x24cd,0.00000,0.20000,20.00100,0.22314,0,0
351,0x24cf,0.00000,0.92453,92.45745,2.58400,0,0
352,0x24d0,0.00000,0.20000,20.00100,0.22314,0,0
353,0x24d1,0.00000,0.92453,92.45745,2.58400,0,0
354,0x24d2,0.99987,1.00000,0.01124,0.00013,0,1
355,0x24d3,0.00000,0.20000,20.00100,0.22314,0,0
356,0x24d4,0.00000,0.92453,92.45745,2.58400,0,0
357,0x24d5,0.00000,1.00000,100.00500,542.15888,1,1
358,0x24d6,0.00000,0.20000,20.00100,0.22314,0,0
359,0x24d7,0.00000,1.00000,100.00500,261.18769,1,0
360,0x24d8,0.00000,1.00000,100.00500,553.24923,1,0
361,0x24d9,0.00000,1.00000,100.00500,265.18769,1,1
362,0x24da,0.00000,0.20000,20.00100,0.22314,0,0
363,0x24db,0.00000,0.20000,20.00100,0.22314,0,0
364,0x24dc,0.92753,1.00000,0.27952,0.07523,0,1
365,0x24dd,0.00000,0.20000,20.00100,0.22314,0,0
366,0x24de,0.00000,0.20000,20.00100,0.22314,0,0
367,0x24df,0.00000,0.20000,20.00100,0.22314,0,0
368,0x24e0,0.99996,1.00000,0.00358,0.00004,0,1
369,0x24e1,0.00000,0.20000,20.00100,0.22314,0,0
370,0x24e2,1.00000,1.00000,0.00000,0.00000,0,1
371,0x24e3,0.00000,1.00000,100.00500,265.18769,1,1
372,0x24e4,0.00000,1.00000,100.00500,272.27804,1,0
373,0x24e5,0.00000,0.20000,20.00100,0.22314,0,0
374,0x24e6,1.00000,1.00000,0.00000,0.00000,0,1
375,0x24e7,1.00000,1.00000,0.00000,0.00000,0,1
376,0x24e8,0.00000,0.20000,20.00100,0.22314,0,0
377,0x24e9,0.00000,0.20000,20.00100,0.22314,0,0
378,0x24ea,0.00000,0.20000,20.00100,0.22314,0,0
379,0x24eb,0.00000,0.20000,20.00100,0.22314,0,0
380,0x24ec,0.00000,0.20000,20.00100,0.22314,0,0
381,0x24ed,0.00000,0.20000,20.00100,0.22314,0,0
382,0x24ee,1.00000,1.00000,0.00000,0.00000,0,1
383,0x24ef,0.00000,0.20000,20.00100,0.22314,0,0
384,0x24f0,0.00000,0.20000,20.00100,0.22314,0,0
388,0x24f4,0.00000,0.20000,20.00100,0.22314,0,0
389,0x24f5,0.00000,1.00000,100.00475,12.91384,0,1
390,0x24f6,0.00000,0.20000,20.00100,0.22314,0,0
391,0x24f7,0.00000,0.20000,20.00100,0.22314,0,0
392,0x24f8,0.00000,0.92453,92.45745,2.58400,0,0
393,0x24f9,0.00000,0.20000,20.00100,0.22314,0,0
394,0x24fa,0.00000,0.92453,92.45745,2.58400,0,0
395,0x24fb,0.00000,0.20000,20.00100,0.22314,0,0
396,0x24fc,0.00000,0.92453,92.45745,2.58400,0,0
397,0x24fd,0.00000,0.20000,20.00100,0.22314,0,0
398,0x24fe,0.99756,1.00000,0.04941,0.00244,0,1
399,0x24ff,0.00000,0.20000,20.00100,0.22314,0,0
400,0x2500,0.00000,0.20000,20.00100,0.22314,0,0
401,0x2501,0.00000,0.20000,20.00100,0.22314,0,0
402,0x2502,0.99999,1.00000,0.00076,0.00001,0,1
403,0x2503,0.00000,0.20000,20.00100,0.22314,0,0
404,0x2504,0.00000,1.00000,100.00500,22.34821,0,1
405,0x2505,0.00000,0.20000,20.00100,0.22314,0,0
406,0x2506,0.00000,1.00000,100.00500,18.42068,0,0
407,0x2507,0.00000,0.20000,20.00100,0.22314,0,0
408,0x2508,0.00000,0.20000,20.00100,0.22314,0,0
409,0x2509,0.00000,0.20000,20.00100,0.22314,0,0
410,0x250a,0.00000,0.20000,20.00100,0.22314,0,0
411,0x250b,0.99620,1.00000,0.06176,0.00381,0,1
412,0x250c,0.00000,0.20000,20.00100,0.22314,0,0
413,0x250d,0.00000,0.20000,20.00100,0.22314,0,0
414,0x250e,0.00000,0.20000,20.00100,0.22314,0,0
417,0x2511,0.00000,0.20000,20.00100,0.22314,0,0
418,0x2512,0.06449,1.00000,3.80859,2.74119,0,1
419,0x2513,0.00000,0.20000,20.00100,0.22314,0,0
420,0x2514,0.00000,0.20000,20.00100,0.22314,0,0
421,0x2515,0.00000,0.20000,20.00100,0.22314,0,0
422,0x2516,0.00000,0.20000,20.00100,0.22314,0,0
423,0x2517,0.00000,0.20000,20.00100,0.22314,0,0
424,0x2518,0.00000,0.20000,20.00100,0.22314,0,0
425,0x2519,0.99620,1.00000,0.06176,0.00381,0,1
426,0x251a,0.00000,0.20000,20.00100,0.22314,0,0
427,0x251b,0.00000,0.20000,20.00100,0.22314,0,0
428,0x251c,0.00000,0.20000,20.00100,0.22314,0,0
431,0x251f,0.00000,0.20000,20.00100,0.22314,0,0
432,0x2520,0.06449,1.00000,3.80859,2.74119,0,1
433,0x2521,0.00000,0.20000,20.00100,0.22314,0,0
434,0x2522,0.00000,0.20000,20.00100,0.22314,0,0
435,0x2523,0.00000,0.20000,20.00100,0.22314,0,0
436,0x2524,0.00000,0.20000,20.00100,0.22314,0,0
437,0x2525,0.00000,0.20000,20.00100,0.22314,0,0
438,0x2526,0.00000,0.20000,20.00100,0.22314,0,0
439,0x2527,0.99756,1.00000,0.04941,0.00244,0,1
440,0x2528,0.00000,0.20000,20.00100,0.22314,0,0
441,0x2529,0.00000,0.20000,20.00100,0.22314,0,0
442,0x252a,0.00000,0.20000,20.00100,0.22314,0,0
443,0x252b,0.06449,1.00000,3.80859,2.74119,0,1
444,0x252c,0.00000,0.20000,20.00100,0.22314,0,0
445,0x252d,0.00000,0.20000,20.00100,0.22314,0,0
446,0x252e,0.00000,0.20000,20.00100,0.22314,0,0
447,0x252f,0.00000,0.20000,20.00100,0.22314,0,0
448,0x2530,0.00000,0.20000,20.00100,0.22314,0,0
449,0x2531,0.00000,0.20000,20.00100,0.22314,0,0
450,0x2532,0.99756,1.00000,0.04941,0.00244,0,1
451,0x2533,0.00000,0.20000,20.00100,0.22314,0,0
452,0x2534,0.00000,0.20000,20.00100,0.22314,0,0
453,0x2535,0.00000,0.20000,20.00100,0.22314,0,0
454,0x2536,0.07198,1.00000,3.59078,2.63143,0,1
455,0x2537,0.00000,0.20000,20.00100,0.22314,0,0
456,0x2538,0.00000,0.20000,20.00100,0.22314,0,0
457,0x2539,0.00000,0.20000,20.00100,0.22314,0,0
458,0x253a,0.00000,0.20000,20.00100,0.22314,0,0
459,0x253b,0.00000,0.20000,20.00100,0.22314,0,0
460,0x253c,0.00000,0.20000,20.00100,0.22314,0,0
461,0x253d,0.83447,1.00000,0.44538,0.18096,0,1
462,0x253e,0.00000,0.20000,20.00100,0.22314,0,0
463,0x253f,0.00000,0.20000,20.00100,0.22314,0,0
464,0x2540,0.00000,0.20000,20.00100,0.22314,0,0
465,0x2541,0.06449,1.00000,3.80859,2.74119,0,1
466,0x2542,0.00000,0.20000,20.00100,0.22314,0,0
467,0x2543,0.00000,0.20000,20.00100,0.22314,0,0
468,0x2544,0.00000,0.20000,20.00100,0.22314,0,0
469,0x2545,0.00000,0.20000,20.00100,0.22314,0,0
470,0x2546,0.00000,0.20000,20.00100,0.22314,0,0
471,0x2547,0.00000,0.20000,20.00100,0.22314,0,0
472,0x2548,0.08838,1.00000,3.21169,2.42612,0,1
473,0x2549,0.00000,0.20000,20.00100,0.22314,0,0
474,0x254a,0.00000,0.20000,20.00100,0.22314,0,0
475,0x254b,0.00000,0.20000,20.00100,0.22314,0,0
476,0x254c,0.06449,1.00000,3.80859,2.74119,0,1
477,0x254d,0.00000,0.20000,20.00100,0.22314,0,0
478,0x254e,0.00000,0.20000,20.00100,0.22314,0,0
479,0x254f,0.00000,0.20000,20.00100,0.22314,0,0
480,0x2550,0.00000,0.20000,20.00100,0.22314,0,0
481,0x2551,0.00000,0.20000,20.00100,0.22314,0,0
482,0x2552,0.00000,0.20000,20.00100,0.22314,0,0
483,0x2553,0.99756,1.00000,0.04941,0.00244,0,1
484,0x2554,0.00000,0.20000,20.00100,0.22314,0,0
485,0x2555,0.00000,0.20000,20.00100,0.22314,0,0
486,0x2556,0.00000,0.20000,20.00100,0.22314,0,0
487,0x2557,0.07198,1.00000,3.59078,2.63143,0,1
