name,role,n,base_rate,code_bytes,region_entropy,ece_calibrated,ece_raw,s_glob_surprise,s_glob_nis,s_spat_moran,s_spat_clustered,mean_nis,frac_super,b_mean_pi,b_pred_entropy,b_msp,b_mean_abs_llr,level
cp_upx_nrv__nrv,packed,48755,0.000000,56570,7.8309,0.357268,0.314671,0.959587,359.676318,0.185649,0.130000,359.676318,0.016409,0.318543,0.139975,0.945250,5.438573,nrv
dir_upx_nrv__nrv,packed,43661,0.000000,50858,7.8488,0.359088,0.315425,0.996939,361.919855,0.196423,0.158654,361.919855,0.014292,0.318916,0.138927,0.945571,5.711107,nrv
du_upx_nrv__nrv,packed,41659,0.000000,48434,7.8442,0.364393,0.322607,1.052156,385.828442,0.210597,0.131545,385.828442,0.018795,0.325818,0.133448,0.947848,6.163393,nrv
ls_upx_nrv__nrv,packed,43653,0.000000,50858,7.8488,0.359273,0.315294,0.997579,361.992940,0.196491,0.158654,361.992940,0.014295,0.318911,0.139331,0.945358,5.711064,nrv
od_upx_nrv__nrv,packed,27351,0.000000,31730,7.8335,0.362532,0.318281,1.111312,385.126071,0.188711,0.174927,385.126071,0.012541,0.324302,0.137497,0.946282,6.380645,nrv
sha256sum_upx_nrv__nrv,packed,19523,0.000000,22650,7.8202,0.365799,0.326145,1.170643,419.808884,0.204099,0.245098,419.808884,0.015674,0.334254,0.132404,0.947810,7.122085,nrv
sort_upx_nrv__nrv,packed,43931,0.000000,50922,7.8332,0.359041,0.314506,1.057241,380.448990,0.202443,0.143631,380.448990,0.016799,0.317567,0.142005,0.944572,5.963587,nrv
base64_upx_lzma__lzma,packed,16137,0.000000,18443,7.9420,0.372681,0.333470,1.083181,371.939096,0.185167,0.100457,371.939096,0.013571,0.338130,0.133832,0.947496,7.236076,lzma
cp_upx_lzma__lzma,packed,42163,0.000000,48371,7.9866,0.382290,0.346813,1.051420,397.461564,0.190446,0.166667,397.461564,0.019353,0.347826,0.131710,0.947298,6.190430,lzma
dir_upx_lzma__lzma,packed,38341,0.000000,43939,7.9848,0.377449,0.340318,0.981954,373.841309,0.184954,0.063107,373.841309,0.016119,0.341699,0.136450,0.946018,5.834535,lzma
du_upx_lzma__lzma,packed,36808,0.000000,42099,7.9848,0.378669,0.341417,1.096108,398.710893,0.188874,0.116638,398.710893,0.015839,0.342473,0.135404,0.946107,6.310212,lzma
ls_upx_lzma__lzma,packed,38338,0.000000,43971,7.9859,0.378534,0.341623,1.006458,377.274267,0.174744,0.077176,377.274267,0.015885,0.342134,0.135227,0.946226,6.092344,lzma
od_upx_lzma__lzma,packed,24945,0.000000,28547,7.9704,0.375516,0.336825,1.069149,394.104065,0.207979,0.125828,394.104065,0.018160,0.339459,0.135245,0.946445,6.966334,lzma
sha256sum_upx_lzma__lzma,packed,18307,0.000000,20955,7.9529,0.378366,0.343458,1.132377,413.338629,0.187630,0.061475,413.338629,0.013328,0.345376,0.130186,0.948224,7.176481,lzma
sort_upx_lzma__lzma,packed,37902,0.000000,43483,7.9859,0.378171,0.341347,1.056803,387.869140,0.200740,0.165339,387.869140,0.013245,0.342596,0.131822,0.947389,6.437947,lzma
