name,regime,sublabel,n,code_bytes,base_rate,ece_always_benign,ece_oracle,ece_mmae,ece_clf,ece_rule,ece_guard,region_ent,mmae_pick,mmae_nis_pick,clf_pick,rule_pick,guard_pick,s_glob_benign_eng,s_spat_benign_eng,s_glob_packed_eng,s_glob_obf_eng,nis_benign_eng,nis_packed_eng,nis_obf_eng
icc_coreutils_64_O3_sha384sum,benign,clean,43016,46684,0.274479,0.001719,0.001719,0.001719,0.001719,0.001719,0.001719,6.215693,benign,packed,benign,benign,benign,0.631647,0.076174,0.631678,0.919444,425.818817,425.703564,787.321956
icc_coreutils_64_O0_split,benign,clean,44071,48944,0.290758,0.001891,0.001891,0.001891,0.001891,0.001891,0.001891,5.691638,benign,benign,benign,benign,benign,0.776817,0.063380,0.776817,1.029866,417.919533,417.919533,755.604462
gcc_coreutils_64_O2_sha1sum,benign,clean,23697,25884,0.280373,0.002162,0.002162,0.002162,0.002162,0.002162,0.002162,6.222066,benign,benign,benign,benign,benign,0.667178,0.083148,0.667178,0.967317,501.972586,501.972586,848.073433
gcc_coreutils_64_O0_uptime,benign,clean,28101,31676,0.289136,0.002565,0.002565,0.002565,0.002565,0.002565,0.002565,5.705164,benign,benign,benign,benign,benign,0.802198,0.075368,0.802198,1.043120,411.063150,411.063150,716.275730
gcc_coreutils_64_O3_false,benign,clean,12454,13612,0.272844,0.002248,0.002248,0.002248,0.002248,0.002248,0.002248,6.217306,benign,benign,benign,benign,benign,0.522944,0.100534,0.522944,0.789131,353.746267,353.746267,673.767853
icc_coreutils_64_O1_uname,benign,clean,14168,15340,0.275692,0.001974,0.001974,0.001974,0.001974,0.001974,0.001974,6.169732,benign,benign,benign,benign,benign,0.629524,0.080430,0.629524,0.925308,447.184025,447.184025,795.540207
icc_coreutils_64_O3_sha1sum,benign,clean,31561,34364,0.271950,0.002180,0.002180,0.002180,0.002180,0.002180,0.002180,6.290959,benign,benign,benign,benign,benign,0.580359,0.066457,0.580359,0.871639,425.957588,425.957588,778.403415
icc_coreutils_64_O2_uname,benign,clean,14878,16316,0.277927,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,6.192288,benign,benign,benign,benign,benign,0.694976,0.093361,0.694976,0.980521,489.517219,489.517219,810.934643
gcc_coreutils_64_O1_du,benign,clean,61932,66892,0.275286,0.001533,0.001533,0.001533,0.001533,0.001533,0.001533,6.185795,benign,benign,benign,benign,benign,0.603271,0.052124,0.603271,0.902074,460.293882,460.293882,826.373465
icc_coreutils_64_O0_tee,benign,clean,19580,21772,0.297242,0.003751,0.003751,0.003751,0.003751,0.003751,0.003751,5.685460,benign,benign,benign,benign,benign,1.001603,0.062924,1.001603,1.268662,516.397422,516.397422,841.298020
gcc_coreutils_64_O2_dircolors,benign,clean,17082,18860,0.278422,0.002260,0.002260,0.002260,0.002260,0.002260,0.002260,6.171612,benign,benign,benign,benign,benign,0.715490,0.081929,0.715490,1.007381,530.343804,530.343804,854.039692
gcc_coreutils_64_O0_logname,benign,clean,17869,19804,0.297387,0.003196,0.003196,0.003196,0.003196,0.003196,0.003196,5.610452,benign,benign,benign,benign,benign,0.877168,0.064681,0.877168,1.134499,445.153786,445.153786,769.333612
gcc_coreutils_64_O3_paste,benign,clean,24675,26876,0.263830,0.001660,0.001660,0.001660,0.001660,0.001660,0.001660,6.180708,benign,benign,benign,benign,benign,0.586409,0.060687,0.586409,0.870426,408.897527,408.897527,752.825995
gcc_coreutils_64_O2_groups,benign,clean,15811,17420,0.282904,0.005917,0.005917,0.282904,0.005917,0.005917,0.005917,6.198934,packed,benign,benign,benign,benign,0.661486,0.084048,0.661486,0.938464,466.972490,466.972490,787.819535
gcc_coreutils_64_O3_shred,benign,clean,38146,41564,0.269963,0.001993,0.001993,0.269963,0.001993,0.001993,0.001993,6.238374,packed,packed,benign,benign,benign,0.587438,0.079275,0.586862,0.873738,424.974534,424.525532,771.084351
icc_coreutils_64_O3_fmt,benign,clean,28945,31580,0.266333,0.002903,0.002903,0.266333,0.002903,0.002903,0.002903,6.413580,packed,packed,benign,benign,benign,0.659647,0.079179,0.659123,0.941407,401.366063,400.870428,745.143092
gcc_coreutils_64_O0_[,benign,clean,21568,23840,0.301233,0.002093,0.002093,0.002093,0.002093,0.002093,0.002093,5.736242,benign,benign,benign,benign,benign,1.179357,0.064324,1.179357,1.451560,552.837840,552.837840,875.916820
gcc_coreutils_64_O2_yes,benign,clean,14649,16012,0.276401,0.003825,0.003825,0.003825,0.003825,0.003825,0.003825,6.191867,benign,benign,benign,benign,benign,0.666497,0.089697,0.666497,0.951498,471.706018,471.706018,792.032569
icc_coreutils_64_O2_mktemp,benign,clean,20162,22156,0.281867,0.003296,0.003296,0.281867,0.003296,0.003296,0.003296,6.162636,packed,packed,benign,benign,benign,0.679832,0.078947,0.678744,0.962008,500.159837,499.310337,824.470424
icc_coreutils_64_O2_join,benign,clean,23538,25788,0.276702,0.001898,0.001898,0.001898,0.001898,0.276702,0.001898,6.304758,benign,benign,benign,packed,benign,0.653207,0.106023,0.653207,0.938997,473.414917,473.414917,809.779048
gcc_coreutils_64_O1_mktemp,benign,clean,19482,21068,0.276409,0.001391,0.001391,0.276409,0.001391,0.001391,0.001391,6.181607,packed,packed,benign,benign,benign,0.676276,0.047272,0.675423,0.979214,495.397383,494.678249,848.387741
icc_coreutils_64_O0_test,benign,clean,19451,21520,0.304714,0.003674,0.003674,0.003674,0.003674,0.003674,0.003674,5.757250,benign,benign,benign,benign,benign,1.198921,0.094146,1.198921,1.482543,561.310196,561.310196,888.536803
gcc_coreutils_64_O0_printenv,benign,clean,17978,19868,0.298309,0.003741,0.003741,0.003741,0.003741,0.003741,0.003741,5.640473,benign,benign,benign,benign,benign,0.851956,0.055764,0.851956,1.113968,458.529236,458.529236,787.042655
icc_coreutils_64_O2_logname,benign,clean,14506,15884,0.277058,0.004345,0.004345,0.004345,0.004345,0.004345,0.004345,6.167529,benign,benign,benign,benign,benign,0.662017,0.095090,0.662017,0.946273,466.441294,466.441294,786.393876
gcc_coreutils_64_O2_unlink,benign,clean,14590,15964,0.276971,0.003576,0.003576,0.003576,0.003576,0.003576,0.003576,6.181740,benign,benign,benign,benign,benign,0.689159,0.094479,0.689159,0.974260,469.580066,469.580066,790.200882
gcc_coreutils_64_O1_chroot,benign,clean,16257,17628,0.276681,0.002889,0.002889,0.002889,0.002889,0.002889,0.002889,6.188646,benign,benign,benign,benign,benign,0.564843,0.056870,0.564843,0.848039,398.332321,398.332321,749.641922
gcc_coreutils_64_O3_ptx,benign,clean,123548,134396,0.258021,0.002518,0.002518,0.258021,0.002518,0.002518,0.002518,6.279193,packed,packed,benign,benign,benign,0.641107,0.066946,0.641107,0.935691,434.241435,434.241386,800.227892
gcc_coreutils_64_O2_hostid,benign,clean,14465,15804,0.275907,0.004375,0.004375,0.004375,0.004375,0.004375,0.004375,6.160157,benign,benign,benign,benign,benign,0.683750,0.086873,0.683750,0.971077,481.008662,481.008662,802.341457
icc_coreutils_64_O1_shuf,benign,clean,25037,26956,0.279586,0.003199,0.003199,0.279586,0.003199,0.003199,0.003199,6.199117,packed,packed,benign,benign,benign,0.591194,0.063442,0.590530,0.880989,417.314057,416.754479,777.029376
icc_coreutils_64_O1_dir,benign,clean,57339,62236,0.276234,0.003750,0.003750,0.003750,0.003750,0.003750,0.003750,6.254639,benign,benign,benign,benign,benign,0.543613,0.069718,0.543613,0.822135,387.619974,387.619974,742.300355
icc_coreutils_64_O1_tr,benign,clean,22152,23900,0.270450,0.001894,0.001894,0.001894,0.001894,0.001894,0.001894,6.108528,benign,benign,benign,benign,benign,0.626313,0.042340,0.626313,0.929386,484.717401,484.717401,842.771782
gcc_coreutils_64_O0_md5sum,benign,clean,27560,30572,0.301270,0.002310,0.002310,0.301270,0.002310,0.002310,0.002310,5.574171,packed,benign,benign,benign,benign,1.277832,0.087046,1.277832,1.529353,434.625755,434.625755,760.975429
gcc_coreutils_64_O0_unexpand,benign,clean,20423,22460,0.295402,0.004029,0.004029,0.004029,0.004029,0.004029,0.004029,5.592114,benign,benign,benign,benign,benign,0.955462,0.079293,0.955462,1.240494,564.747621,564.747621,896.439461
icc_coreutils_64_O2_sync,benign,clean,14482,15820,0.276688,0.004464,0.004464,0.004464,0.004464,0.004464,0.004464,6.186690,benign,benign,benign,benign,benign,0.680330,0.090395,0.680330,0.969015,478.389205,478.389205,800.506799
icc_coreutils_64_O0_nice,benign,clean,19573,21628,0.298881,0.003710,0.003710,0.003710,0.003710,0.003710,0.003710,5.605103,benign,benign,benign,benign,benign,0.901575,0.063670,0.901575,1.168526,504.874489,504.874489,830.662560
gcc_coreutils_64_O3_chcon,benign,clean,45612,50092,0.271595,0.001603,0.001603,0.001603,0.271595,0.271595,0.001603,6.253456,benign,benign,packed,packed,benign,0.714220,0.115358,0.714220,1.011483,513.828185,513.828185,852.128408
icc_coreutils_64_O2_cat,benign,clean,29904,32908,0.266219,0.001768,0.001768,0.266219,0.001768,0.001768,0.001768,6.142903,packed,benign,benign,benign,benign,0.635178,0.073646,0.635178,0.915256,452.261876,452.261876,793.731468
icc_coreutils_64_O1_comm,benign,clean,17306,18748,0.276494,0.001831,0.001831,0.276494,0.001831,0.001831,0.001831,6.184308,packed,benign,benign,benign,benign,0.585786,0.064057,0.585786,0.876694,416.587427,416.587427,773.024647
icc_coreutils_64_O3_expand,benign,clean,24284,26444,0.265648,0.001955,0.001955,0.001955,0.001955,0.001955,0.001955,6.188017,benign,benign,benign,benign,benign,0.585897,0.071707,0.585897,0.873330,423.233047,423.233047,766.133941
icc_coreutils_64_O0_chmod,benign,clean,41684,45832,0.300571,0.001929,0.001929,0.001929,0.001929,0.001929,0.001929,5.828295,benign,benign,benign,benign,benign,0.882863,0.077443,0.882863,1.148184,435.149214,435.149214,775.921562
gcc_coreutils_64_O0_printf,benign,clean,35843,40812,0.286081,0.005836,0.005836,0.005836,0.286081,0.286081,0.005836,5.613846,benign,benign,packed,packed,benign,1.328502,0.126967,1.328502,1.560256,417.720551,417.720551,712.995546
icc_coreutils_64_O2_printf,benign,clean,26970,30044,0.268001,0.003731,0.003731,0.268001,0.003731,0.003731,0.003731,6.214141,packed,packed,benign,benign,benign,0.614731,0.096079,0.614717,0.863307,394.175216,394.160020,689.113084
gcc_coreutils_64_O0_touch,benign,clean,43136,48312,0.286559,0.005193,0.005193,0.005193,0.005193,0.005193,0.005193,5.713090,benign,benign,benign,benign,benign,1.153961,0.079695,1.153961,1.400533,425.044913,425.044913,740.609031
gcc_coreutils_64_O3_unexpand,benign,clean,24698,26828,0.263584,0.002352,0.002352,0.002352,0.002352,0.002352,0.002352,6.289310,benign,benign,benign,benign,benign,0.600878,0.066117,0.600878,0.886531,405.433442,405.433442,750.157451
icc_coreutils_64_O3_groups,benign,clean,24379,26572,0.267936,0.001765,0.001765,0.001765,0.001765,0.001765,0.001765,6.226732,benign,benign,benign,benign,benign,0.583891,0.070329,0.583891,0.865642,401.386636,401.386636,742.775660
icc_coreutils_64_O0_sleep,benign,clean,19242,21244,0.296487,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,5.777764,benign,benign,benign,benign,benign,0.912654,0.067671,0.912654,1.181517,485.350318,485.350318,814.227567
icc_coreutils_64_O2_chgrp,benign,clean,33337,36748,0.278669,0.002111,0.002111,0.278669,0.002111,0.002111,0.002111,6.231500,packed,packed,benign,benign,benign,0.704018,0.094808,0.704018,0.983480,484.530487,484.530245,808.432956
gcc_coreutils_64_O2_unexpand,benign,clean,16476,18108,0.276706,0.002786,0.002786,0.002786,0.002786,0.002786,0.002786,6.188837,benign,benign,benign,benign,benign,0.652922,0.077916,0.652922,0.930490,447.191799,447.191799,773.117261
desync_coreutils_64_O0_logname,obfuscated,pilot,37038,40418,0.293077,0.051452,0.028799,0.293077,0.028799,0.028799,0.028799,6.012177,packed,benign,obfuscated,obfuscated,obfuscated,21.961265,0.159419,21.961265,22.255730,753.869070,753.869070,1089.241538
desync_coreutils_64_O0_logname,obfuscated,d1_med,50633,55506,0.292240,0.065805,0.016248,0.292240,0.016248,0.016248,0.016248,6.109685,packed,packed,obfuscated,obfuscated,obfuscated,28.924116,0.181606,28.924108,29.214536,824.920098,824.909580,1160.886900
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,118573,128978,0.277888,0.100661,0.017485,0.277888,0.017485,0.017485,0.017485,6.273546,packed,packed,obfuscated,obfuscated,obfuscated,43.923278,0.208761,43.923082,44.213087,986.062881,985.897852,1323.490769
desync_coreutils_64_O0_logname,obfuscated,d3_max,126777,137666,0.254936,0.124241,0.040921,0.254936,0.040921,0.040921,0.040921,6.611280,packed,packed,obfuscated,obfuscated,obfuscated,45.511459,0.220661,45.502274,45.807532,1036.754097,1029.302194,1371.691896
desync_coreutils_64_O0_runcon,obfuscated,pilot,39491,43106,0.292928,0.052355,0.027261,0.052355,0.027261,0.027261,0.027261,6.046622,benign,benign,obfuscated,obfuscated,obfuscated,21.956092,0.163940,21.956092,22.249865,756.564728,756.564728,1089.294619
desync_coreutils_64_O0_runcon,obfuscated,d1_med,54456,59650,0.292511,0.067471,0.016576,0.292511,0.016576,0.016576,0.016576,6.108841,packed,packed,obfuscated,obfuscated,obfuscated,27.475238,0.166264,27.475236,27.770040,826.707929,826.705853,1159.093038
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,127801,138994,0.278480,0.101281,0.018158,0.278480,0.018158,0.018158,0.018158,6.290844,packed,packed,obfuscated,obfuscated,obfuscated,44.900905,0.210707,44.900642,45.185437,996.262847,996.028802,1333.817261
desync_coreutils_64_O0_runcon,obfuscated,d3_max,136665,148386,0.255303,0.122931,0.039955,0.255303,0.039955,0.039955,0.039955,6.539158,packed,packed,obfuscated,obfuscated,obfuscated,43.699582,0.219939,43.689623,43.999183,1019.312924,1012.739743,1353.190976
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,6494,7128,0.295504,0.060176,0.021762,0.060176,0.021762,0.021762,0.021762,6.011465,benign,benign,obfuscated,obfuscated,obfuscated,31.312056,0.194377,31.312056,31.599521,850.988183,850.988183,1190.379278
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,14593,15816,0.277393,0.105239,0.036873,0.277393,0.036873,0.036873,0.036873,6.222478,packed,packed,obfuscated,obfuscated,obfuscated,17.277686,0.226995,17.277664,17.557312,1087.248712,1087.228039,1421.349344
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,16435,17816,0.249407,0.125543,0.044468,0.249407,0.044468,0.044468,0.044468,6.492326,packed,packed,obfuscated,obfuscated,obfuscated,23.662645,0.221888,18.747584,46.667377,1043.500573,1033.279190,1377.390878
desync_coreutils_64_O0_factor,obfuscated,pilot,176711,194018,0.291063,0.050558,0.026650,0.050558,0.026650,0.026650,0.026650,6.086423,benign,packed,obfuscated,obfuscated,obfuscated,25.781015,0.180687,25.781015,26.056148,748.693273,748.693273,1087.444588
desync_coreutils_64_O0_od,obfuscated,pilot,184624,203442,0.276253,0.050549,0.025228,0.050549,0.025228,0.025228,0.025228,6.186649,benign,benign,obfuscated,obfuscated,obfuscated,21.196562,0.179429,21.196562,21.464445,735.483621,735.483621,1056.392349
desync_coreutils_64_O0_env,obfuscated,pilot,55432,60866,0.290266,0.051258,0.026737,0.290266,0.026737,0.026737,0.026737,6.037310,packed,benign,obfuscated,obfuscated,obfuscated,24.678791,0.169004,24.678791,24.961368,775.025339,775.025339,1111.604421
desync_coreutils_64_O0_env,obfuscated,d1_med,76197,83650,0.290353,0.068243,0.012490,0.290353,0.012490,0.012490,0.012490,6.137333,packed,packed,obfuscated,obfuscated,obfuscated,32.597818,0.188725,32.597816,32.874461,847.991722,847.989988,1185.557176
desync_coreutils_64_O0_ln,obfuscated,pilot,97707,107522,0.290399,0.052484,0.025109,0.052484,0.025109,0.025109,0.025109,6.079331,benign,benign,obfuscated,obfuscated,obfuscated,26.923179,0.183808,26.923179,27.197869,786.353262,786.353262,1122.417831
desync_coreutils_64_O0_ln,obfuscated,d1_med,131592,145266,0.289243,0.068581,0.012016,0.289243,0.012016,0.012016,0.012016,6.166534,packed,packed,obfuscated,obfuscated,obfuscated,33.095440,0.185873,33.095439,33.378359,870.496783,870.494487,1204.421968
desync_coreutils_64_O0_nl,obfuscated,pilot,50635,55170,0.290629,0.054781,0.024716,0.054781,0.024716,0.024716,0.024716,6.037030,benign,benign,obfuscated,obfuscated,obfuscated,23.638695,0.167948,23.638695,23.927300,778.861340,778.861340,1114.915063
desync_coreutils_64_O0_nl,obfuscated,d1_med,69168,75714,0.290221,0.068723,0.013906,0.290221,0.013906,0.013906,0.013906,6.098812,packed,packed,obfuscated,obfuscated,obfuscated,32.189135,0.187996,32.189132,32.479432,863.689024,863.685459,1201.330018
desync_coreutils_64_O0_vdir,obfuscated,pilot,209495,229506,0.288250,0.049946,0.027956,0.288250,0.027956,0.027956,0.027956,6.089434,packed,packed,obfuscated,obfuscated,obfuscated,23.526381,0.177014,23.526379,23.804294,740.079163,740.078027,1071.867931
desync_coreutils_64_O0_pr,obfuscated,pilot,107648,117730,0.288579,0.050625,0.027458,0.288579,0.027458,0.027458,0.027458,6.068819,packed,packed,obfuscated,obfuscated,obfuscated,23.701647,0.183605,23.701647,23.980919,754.227455,754.227264,1081.921779
desync_coreutils_64_O0_nproc,obfuscated,pilot,41554,45218,0.293377,0.051022,0.028693,0.051022,0.028693,0.028693,0.028693,6.066488,benign,benign,obfuscated,obfuscated,obfuscated,23.463287,0.173784,23.463287,23.756998,785.755492,785.755492,1122.865395
desync_coreutils_64_O0_nproc,obfuscated,d1_med,56992,62370,0.292602,0.067783,0.014541,0.292602,0.014541,0.014541,0.014541,6.126789,packed,packed,obfuscated,obfuscated,obfuscated,31.657690,0.190140,31.657687,31.939959,851.523500,851.520094,1186.102358
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,132209,143730,0.278816,0.101626,0.018183,0.278816,0.018183,0.018183,0.018183,6.314196,packed,packed,obfuscated,obfuscated,obfuscated,45.523798,0.215742,45.523568,45.810057,1004.118462,1003.904230,1341.921082
desync_coreutils_64_O0_nproc,obfuscated,d3_max,141563,153698,0.255434,0.123202,0.039788,0.255434,0.039788,0.039788,0.039788,6.557337,packed,packed,obfuscated,obfuscated,obfuscated,43.605798,0.221079,43.597000,43.903792,1013.300702,1006.063960,1347.779516
desync_coreutils_64_O0_sum,obfuscated,pilot,70654,77714,0.289255,0.050872,0.027098,0.050872,0.027098,0.027098,0.027098,6.076526,benign,benign,obfuscated,obfuscated,obfuscated,23.521511,0.168314,23.521511,23.801884,757.012337,757.012337,1086.346131
desync_coreutils_64_O0_sum,obfuscated,d1_med,95009,104738,0.289573,0.066318,0.014564,0.289573,0.014564,0.014564,0.014564,6.120327,packed,packed,obfuscated,obfuscated,obfuscated,31.168465,0.180234,31.168463,31.449333,849.226228,849.223471,1180.459594
desync_coreutils_64_O0_sync,obfuscated,pilot,40209,43938,0.293019,0.055655,0.025504,0.055655,0.025504,0.025504,0.025504,6.022391,benign,benign,obfuscated,obfuscated,obfuscated,24.572548,0.177892,24.572548,24.888156,796.226824,796.226824,1130.764406
desync_coreutils_64_O0_sync,obfuscated,d1_med,55341,60610,0.292134,0.069060,0.012980,0.292134,0.012980,0.012980,0.012980,6.107978,packed,packed,obfuscated,obfuscated,obfuscated,33.287397,0.196042,33.287377,33.571391,865.686343,865.662863,1201.840088
desync_coreutils_64_O0_sync,obfuscated,d2_heavy,129751,141138,0.277562,0.099749,0.016743,0.277562,0.016743,0.016743,0.016743,6.333219,packed,packed,obfuscated,obfuscated,obfuscated,43.571925,0.213171,43.571608,43.859682,988.349906,988.112507,1325.541978
desync_coreutils_64_O0_sync,obfuscated,d3_max,138195,150098,0.254604,0.124071,0.040894,0.254604,0.040894,0.040894,0.040894,6.647159,packed,packed,obfuscated,obfuscated,obfuscated,45.024899,0.219068,45.016251,45.320521,1032.036619,1024.978722,1367.391385
desync_coreutils_64_O0_join,obfuscated,pilot,70157,76738,0.291033,0.056361,0.024838,0.056361,0.024838,0.024838,0.024838,6.046080,benign,benign,obfuscated,obfuscated,obfuscated,26.156342,0.181416,26.156342,26.442564,791.530134,791.530134,1129.507752
desync_coreutils_64_O0_join,obfuscated,d1_med,95864,105074,0.290839,0.069226,0.012250,0.290839,0.012250,0.012250,0.012250,6.172968,packed,packed,obfuscated,obfuscated,obfuscated,33.241287,0.186125,33.241278,33.522996,867.353706,867.341602,1202.573135
desync_coreutils_64_O0_wc,obfuscated,pilot,78664,85538,0.277459,0.058850,0.019407,0.058850,0.019407,0.019407,0.019407,6.025626,benign,benign,obfuscated,obfuscated,obfuscated,25.003905,0.174330,25.003905,25.288005,766.439028,766.439028,1105.533305
desync_coreutils_64_O0_wc,obfuscated,d1_med,104853,114482,0.278981,0.073074,0.008908,0.278981,0.008908,0.008908,0.008908,6.165962,packed,packed,obfuscated,obfuscated,obfuscated,33.705106,0.188765,33.705104,33.986201,860.425075,860.422833,1198.321422
desync_coreutils_64_O0_uniq,obfuscated,pilot,54170,59202,0.291028,0.051969,0.027127,0.051969,0.027127,0.027127,0.027127,6.077203,benign,benign,obfuscated,obfuscated,obfuscated,24.525440,0.175752,24.525440,24.808677,765.429146,765.429146,1098.748788
desync_coreutils_64_O0_uniq,obfuscated,d1_med,73545,80610,0.289360,0.065835,0.014831,0.289360,0.014831,0.014831,0.014831,6.169533,packed,packed,obfuscated,obfuscated,obfuscated,30.239868,0.184303,30.239851,30.529724,848.607848,848.587995,1182.315222
desync_coreutils_64_O0_chroot,obfuscated,pilot,55162,60466,0.292466,0.053705,0.025991,0.053705,0.025991,0.025991,0.025991,6.058173,benign,packed,obfuscated,obfuscated,obfuscated,25.305979,0.175192,25.305979,25.589451,794.823826,794.823826,1126.101144
desync_coreutils_64_O0_chroot,obfuscated,d1_med,74787,82242,0.290866,0.067569,0.013267,0.290866,0.013267,0.013267,0.013267,6.201961,packed,packed,obfuscated,obfuscated,obfuscated,32.632181,0.192040,32.632175,32.914070,868.979546,868.973284,1202.461975
desync_coreutils_64_O0_tail,obfuscated,pilot,130672,143794,0.284575,0.050919,0.024984,0.050919,0.024984,0.024984,0.024984,6.106717,benign,benign,obfuscated,obfuscated,obfuscated,25.894622,0.185947,25.894622,26.171692,782.047270,782.047270,1120.308798
desync_coreutils_64_O0_numfmt,obfuscated,pilot,79480,87138,0.290388,0.051851,0.026514,0.290388,0.026514,0.026514,0.026514,6.154597,packed,packed,obfuscated,obfuscated,obfuscated,24.269323,0.175506,24.269314,24.554781,762.306308,762.300019,1095.318215
desync_coreutils_64_O0_numfmt,obfuscated,d1_med,107390,117986,0.289198,0.067810,0.013062,0.289198,0.013062,0.013062,0.013062,6.249637,packed,packed,obfuscated,obfuscated,obfuscated,32.134136,0.189152,32.134121,32.415071,850.372329,850.356503,1184.178571
desync_coreutils_64_O0_tac,obfuscated,pilot,51903,56946,0.289791,0.054088,0.024362,0.054088,0.024362,0.024362,0.024362,6.055009,benign,benign,obfuscated,obfuscated,obfuscated,25.031726,0.169642,25.031726,25.321183,811.371007,811.371007,1148.982523
desync_coreutils_64_O0_tac,obfuscated,d1_med,71558,78594,0.287459,0.066839,0.013262,0.287459,0.013262,0.013262,0.013262,6.136952,packed,packed,obfuscated,obfuscated,obfuscated,31.082179,0.180376,31.082174,31.367883,866.958128,866.952349,1200.563408
desync_coreutils_64_O0_split,obfuscated,pilot,91902,100962,0.288405,0.051459,0.026124,0.288405,0.026124,0.026124,0.026124,6.034661,packed,benign,obfuscated,obfuscated,obfuscated,24.662780,0.173318,24.662780,24.948369,778.697824,778.697824,1114.092374
desync_coreutils_64_O0_split,obfuscated,d1_med,124151,136738,0.287497,0.069101,0.011180,0.287497,0.011180,0.011180,0.011180,6.137791,packed,packed,obfuscated,obfuscated,obfuscated,33.229649,0.185259,33.229648,33.510431,872.043235,872.042748,1206.648623
desync_coreutils_64_O0_nice,obfuscated,pilot,41297,45122,0.293484,0.054901,0.026213,0.054901,0.026213,0.026213,0.026213,6.040477,benign,benign,obfuscated,obfuscated,obfuscated,23.702371,0.170404,23.702371,23.995214,770.673553,770.673553,1104.127880
desync_coreutils_64_O0_nice,obfuscated,d1_med,56963,62450,0.292277,0.066015,0.015693,0.292277,0.015693,0.015693,0.015693,6.141167,packed,packed,obfuscated,obfuscated,obfuscated,29.419656,0.181579,29.419644,29.705619,839.013257,839.000847,1171.804925
desync_coreutils_64_O0_nice,obfuscated,d2_heavy,132610,144290,0.277837,0.099408,0.016526,0.277837,0.016526,0.016526,0.016526,6.285519,packed,packed,obfuscated,obfuscated,obfuscated,45.064815,0.216737,45.064614,45.350286,998.792940,998.595445,1337.638167
desync_coreutils_64_O0_nice,obfuscated,d3_max,141539,153938,0.255025,0.122982,0.039642,0.255025,0.039642,0.039642,0.039642,6.591538,packed,packed,obfuscated,obfuscated,obfuscated,42.012047,0.214639,42.003110,42.311546,1002.674996,995.488204,1336.019287
desync_coreutils_64_O0_shuf,obfuscated,pilot,90314,99042,0.292092,0.049504,0.028206,0.292092,0.028206,0.028206,0.028206,6.045313,packed,benign,obfuscated,obfuscated,obfuscated,24.843618,0.174989,24.843618,25.121832,753.662990,753.662990,1090.993965
desync_coreutils_64_O0_shuf,obfuscated,d1_med,123020,135186,0.292026,0.066995,0.013593,0.292026,0.013593,0.013593,0.013593,6.113020,packed,packed,obfuscated,obfuscated,obfuscated,32.570527,0.193148,32.570525,32.846208,845.490230,845.487939,1179.590997
desync_coreutils_64_O0_nohup,obfuscated,pilot,44030,48386,0.292414,0.050996,0.028238,0.050996,0.028238,0.028238,0.028238,6.027934,benign,benign,obfuscated,obfuscated,obfuscated,23.845622,0.173202,23.845622,24.132968,787.551233,787.551233,1119.069117
desync_coreutils_64_O0_nohup,obfuscated,d1_med,60747,66802,0.291010,0.069099,0.012649,0.291010,0.012649,0.012649,0.012649,6.111891,packed,packed,obfuscated,obfuscated,obfuscated,33.596215,0.192584,33.596204,33.876664,872.190906,872.178560,1206.073637
desync_coreutils_64_O0_nohup,obfuscated,d2_heavy,142387,155122,0.276823,0.102355,0.019242,0.276823,0.019242,0.019242,0.019242,6.317208,packed,packed,obfuscated,obfuscated,obfuscated,47.133355,0.217499,47.133166,47.420028,1024.862077,1024.712322,1361.446070
desync_coreutils_64_O0_csplit,obfuscated,pilot,71967,78594,0.290397,0.052968,0.024940,0.052968,0.024940,0.024940,0.024940,6.041450,benign,benign,obfuscated,obfuscated,obfuscated,25.723646,0.172386,25.723646,26.008785,786.559501,786.559501,1124.801053
desync_coreutils_64_O0_csplit,obfuscated,d1_med,97730,106962,0.290320,0.069308,0.011181,0.290320,0.011181,0.011181,0.011181,6.090544,packed,packed,obfuscated,obfuscated,obfuscated,33.530683,0.188979,33.530678,33.819407,868.759454,868.754759,1204.528763
desync_coreutils_64_O0_du,obfuscated,pilot,168640,184562,0.288443,0.051774,0.025584,0.051774,0.025584,0.025584,0.025584,6.121970,benign,benign,obfuscated,obfuscated,obfuscated,25.582224,0.183052,25.582224,25.854035,757.731905,757.731905,1090.763756
desync_coreutils_64_O0_df,obfuscated,pilot,230756,254610,0.278008,0.049582,0.025694,0.049582,0.025694,0.025694,0.025694,6.203508,benign,packed,obfuscated,obfuscated,obfuscated,22.707950,0.181508,22.707950,22.971117,738.801391,738.801391,1063.231344
desync_coreutils_64_O0_cp,obfuscated,pilot,179308,198082,0.285431,0.050049,0.025630,0.050049,0.025630,0.025630,0.025630,6.075134,benign,benign,obfuscated,obfuscated,obfuscated,26.495680,0.185422,26.495680,26.774497,770.046134,770.046134,1098.021480
