name,regime,sublabel,arm,pick,tau,n_cand,n_pos,n_accept,tp,fp,fn,n_window,win_accept
desync_coreutils_64_O0_vdir,obfuscated,pilot,switch_rule,obfuscated,0.70,209495,60387,65931,56977,8954,3410,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,switch_rule,obfuscated,0.90,209495,60387,0,0,0,60387,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,switch_guard,obfuscated,0.50,209495,60387,66895,57566,9329,2821,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,switch_guard,obfuscated,0.70,209495,60387,65931,56977,8954,3410,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,switch_guard,obfuscated,0.90,209495,60387,0,0,0,60387,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,oracle,obfuscated,0.50,209495,60387,66895,57566,9329,2821,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,oracle,obfuscated,0.70,209495,60387,65931,56977,8954,3410,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,oracle,obfuscated,0.90,209495,60387,0,0,0,60387,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,stale,benign,0.50,107648,31065,36018,30215,5803,850,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,stale,benign,0.70,107648,31065,34451,29566,4885,1499,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,stale,benign,0.90,107648,31065,33605,28977,4628,2088,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,switch_rule,obfuscated,0.50,107648,31065,34345,29499,4846,1566,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,switch_rule,obfuscated,0.70,107648,31065,33760,29094,4666,1971,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,switch_rule,obfuscated,0.90,107648,31065,0,0,0,31065,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,switch_guard,obfuscated,0.50,107648,31065,34345,29499,4846,1566,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,switch_guard,obfuscated,0.70,107648,31065,33760,29094,4666,1971,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,switch_guard,obfuscated,0.90,107648,31065,0,0,0,31065,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,oracle,obfuscated,0.50,107648,31065,34345,29499,4846,1566,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,oracle,obfuscated,0.70,107648,31065,33760,29094,4666,1971,0,0
desync_coreutils_64_O0_pr,obfuscated,pilot,oracle,obfuscated,0.90,107648,31065,0,0,0,31065,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,stale,benign,0.50,41554,12191,14026,11800,2226,391,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,stale,benign,0.70,41554,12191,13410,11535,1875,656,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,stale,benign,0.90,41554,12191,13010,11251,1759,940,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,switch_rule,obfuscated,0.50,41554,12191,13344,11493,1851,698,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,switch_rule,obfuscated,0.70,41554,12191,13073,11305,1768,886,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,switch_rule,obfuscated,0.90,41554,12191,0,0,0,12191,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,switch_guard,obfuscated,0.50,41554,12191,13344,11493,1851,698,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,switch_guard,obfuscated,0.70,41554,12191,13073,11305,1768,886,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,switch_guard,obfuscated,0.90,41554,12191,0,0,0,12191,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,oracle,obfuscated,0.50,41554,12191,13344,11493,1851,698,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,oracle,obfuscated,0.70,41554,12191,13073,11305,1768,886,0,0
desync_coreutils_64_O0_nproc,obfuscated,pilot,oracle,obfuscated,0.90,41554,12191,0,0,0,12191,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,stale,benign,0.50,56992,16676,20107,16227,3880,449,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,stale,benign,0.70,56992,16676,19466,15967,3499,709,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,stale,benign,0.90,56992,16676,19137,15753,3384,923,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,switch_rule,obfuscated,0.50,56992,16676,19411,15942,3469,734,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,switch_rule,obfuscated,0.70,56992,16676,19186,15793,3393,883,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,switch_rule,obfuscated,0.90,56992,16676,0,0,0,16676,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,switch_guard,obfuscated,0.50,56992,16676,19411,15942,3469,734,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,switch_guard,obfuscated,0.70,56992,16676,19186,15793,3393,883,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,switch_guard,obfuscated,0.90,56992,16676,0,0,0,16676,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,oracle,obfuscated,0.50,56992,16676,19411,15942,3469,734,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,oracle,obfuscated,0.70,56992,16676,19186,15793,3393,883,0,0
desync_coreutils_64_O0_nproc,obfuscated,d1_med,oracle,obfuscated,0.90,56992,16676,0,0,0,16676,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,stale,benign,0.50,132209,36862,49651,36367,13284,495,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,stale,benign,0.70,132209,36862,49066,36215,12851,647,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,stale,benign,0.90,132209,36862,48867,36132,12735,730,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,switch_rule,obfuscated,0.50,132209,36862,49052,36210,12842,652,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,switch_rule,obfuscated,0.70,132209,36862,48894,36146,12748,716,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,switch_rule,obfuscated,0.90,132209,36862,0,0,0,36862,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,switch_guard,obfuscated,0.50,132209,36862,49052,36210,12842,652,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,switch_guard,obfuscated,0.70,132209,36862,48894,36146,12748,716,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,switch_guard,obfuscated,0.90,132209,36862,0,0,0,36862,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,oracle,obfuscated,0.50,132209,36862,49052,36210,12842,652,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,oracle,obfuscated,0.70,132209,36862,48894,36146,12748,716,0,0
desync_coreutils_64_O0_nproc,obfuscated,d2_heavy,oracle,obfuscated,0.90,132209,36862,0,0,0,36862,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,stale,benign,0.50,141563,36160,53198,35703,17495,457,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,stale,benign,0.70,141563,36160,52236,35559,16677,601,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,stale,benign,0.90,141563,36160,51881,35442,16439,718,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,switch_rule,obfuscated,0.50,141563,36160,52211,35546,16665,614,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,switch_rule,obfuscated,0.70,141563,36160,51952,35471,16481,689,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,switch_rule,obfuscated,0.90,141563,36160,0,0,0,36160,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,switch_guard,obfuscated,0.50,141563,36160,52211,35546,16665,614,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,switch_guard,obfuscated,0.70,141563,36160,51952,35471,16481,689,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,switch_guard,obfuscated,0.90,141563,36160,0,0,0,36160,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,oracle,obfuscated,0.50,141563,36160,52211,35546,16665,614,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,oracle,obfuscated,0.70,141563,36160,51952,35471,16481,689,0,0
desync_coreutils_64_O0_nproc,obfuscated,d3_max,oracle,obfuscated,0.90,141563,36160,0,0,0,36160,0,0
dir_upx_nrv__nrv,packed,nrv,stale,benign,0.50,43661,0,17795,0,16458,0,40468,16458
dir_upx_nrv__nrv,packed,nrv,stale,benign,0.70,43661,0,9590,0,8736,0,40468,8736
dir_upx_nrv__nrv,packed,nrv,stale,benign,0.90,43661,0,6314,0,5641,0,40468,5641
dir_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.50,43661,0,0,0,0,0,40468,0
dir_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.70,43661,0,0,0,0,0,40468,0
dir_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.90,43661,0,0,0,0,0,40468,0
dir_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.50,43661,0,0,0,0,0,40468,0
dir_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.70,43661,0,0,0,0,0,40468,0
dir_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.90,43661,0,0,0,0,0,40468,0
dir_upx_nrv__nrv,packed,nrv,oracle,packed,0.50,43661,0,0,0,0,0,40468,0
dir_upx_nrv__nrv,packed,nrv,oracle,packed,0.70,43661,0,0,0,0,0,40468,0
dir_upx_nrv__nrv,packed,nrv,oracle,packed,0.90,43661,0,0,0,0,0,40468,0
ls_upx_nrv__nrv,packed,nrv,stale,benign,0.50,43653,0,17811,0,16463,0,40465,16463
ls_upx_nrv__nrv,packed,nrv,stale,benign,0.70,43653,0,9591,0,8734,0,40465,8734
ls_upx_nrv__nrv,packed,nrv,stale,benign,0.90,43653,0,6316,0,5641,0,40465,5641
ls_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.50,43653,0,0,0,0,0,40465,0
ls_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.70,43653,0,0,0,0,0,40465,0
ls_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.90,43653,0,0,0,0,0,40465,0
ls_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.50,43653,0,0,0,0,0,40465,0
ls_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.70,43653,0,0,0,0,0,40465,0
ls_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.90,43653,0,0,0,0,0,40465,0
ls_upx_nrv__nrv,packed,nrv,oracle,packed,0.50,43653,0,0,0,0,0,40465,0
ls_upx_nrv__nrv,packed,nrv,oracle,packed,0.70,43653,0,0,0,0,0,40465,0
ls_upx_nrv__nrv,packed,nrv,oracle,packed,0.90,43653,0,0,0,0,0,40465,0
sha256sum_upx_nrv__nrv,packed,nrv,stale,benign,0.50,19523,0,8137,0,6762,0,16335,6762
sha256sum_upx_nrv__nrv,packed,nrv,stale,benign,0.70,19523,0,4609,0,3677,0,16335,3677
sha256sum_upx_nrv__nrv,packed,nrv,stale,benign,0.90,19523,0,3102,0,2420,0,16335,2420
sha256sum_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.50,19523,0,0,0,0,0,16335,0
sha256sum_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.70,19523,0,0,0,0,0,16335,0
sha256sum_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.90,19523,0,0,0,0,0,16335,0
sha256sum_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.50,19523,0,0,0,0,0,16335,0
sha256sum_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.70,19523,0,0,0,0,0,16335,0
sha256sum_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.90,19523,0,0,0,0,0,16335,0
sha256sum_upx_nrv__nrv,packed,nrv,oracle,packed,0.50,19523,0,0,0,0,0,16335,0
sha256sum_upx_nrv__nrv,packed,nrv,oracle,packed,0.70,19523,0,0,0,0,0,16335,0
sha256sum_upx_nrv__nrv,packed,nrv,oracle,packed,0.90,19523,0,0,0,0,0,16335,0
base64_upx_nrv__nrv,packed,nrv,stale,benign,0.50,16654,0,6860,0,5513,0,13465,5513
base64_upx_nrv__nrv,packed,nrv,stale,benign,0.70,16654,0,3806,0,2962,0,13465,2962
base64_upx_nrv__nrv,packed,nrv,stale,benign,0.90,16654,0,2634,0,1970,0,13465,1970
base64_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.50,16654,0,0,0,0,0,13465,0
base64_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.70,16654,0,0,0,0,0,13465,0
base64_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.90,16654,0,0,0,0,0,13465,0
base64_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.50,16654,0,0,0,0,0,13465,0
base64_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.70,16654,0,0,0,0,0,13465,0
base64_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.90,16654,0,0,0,0,0,13465,0
base64_upx_nrv__nrv,packed,nrv,oracle,packed,0.50,16654,0,0,0,0,0,13465,0
base64_upx_nrv__nrv,packed,nrv,oracle,packed,0.70,16654,0,0,0,0,0,13465,0
base64_upx_nrv__nrv,packed,nrv,oracle,packed,0.90,16654,0,0,0,0,0,13465,0
sha256sum_upx_lzma__lzma,packed,lzma,stale,benign,0.50,18307,0,7815,0,6030,0,14011,6030
sha256sum_upx_lzma__lzma,packed,lzma,stale,benign,0.70,18307,0,4477,0,3389,0,14011,3389
sha256sum_upx_lzma__lzma,packed,lzma,stale,benign,0.90,18307,0,2967,0,2205,0,14011,2205
sha256sum_upx_lzma__lzma,packed,lzma,switch_rule,packed,0.50,18307,0,0,0,0,0,14011,0
sha256sum_upx_lzma__lzma,packed,lzma,switch_rule,packed,0.70,18307,0,0,0,0,0,14011,0
sha256sum_upx_lzma__lzma,packed,lzma,switch_rule,packed,0.90,18307,0,0,0,0,0,14011,0
sha256sum_upx_lzma__lzma,packed,lzma,switch_guard,packed,0.50,18307,0,0,0,0,0,14011,0
sha256sum_upx_lzma__lzma,packed,lzma,switch_guard,packed,0.70,18307,0,0,0,0,0,14011,0
sha256sum_upx_lzma__lzma,packed,lzma,switch_guard,packed,0.90,18307,0,0,0,0,0,14011,0
sha256sum_upx_lzma__lzma,packed,lzma,oracle,packed,0.50,18307,0,0,0,0,0,14011,0
sha256sum_upx_lzma__lzma,packed,lzma,oracle,packed,0.70,18307,0,0,0,0,0,14011,0
sha256sum_upx_lzma__lzma,packed,lzma,oracle,packed,0.90,18307,0,0,0,0,0,14011,0
du_upx_nrv__nrv,packed,nrv,stale,benign,0.50,41659,0,17148,0,15809,0,38469,15809
du_upx_nrv__nrv,packed,nrv,stale,benign,0.70,41659,0,9559,0,8708,0,38469,8708
du_upx_nrv__nrv,packed,nrv,stale,benign,0.90,41659,0,6504,0,5839,0,38469,5839
du_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.50,41659,0,0,0,0,0,38469,0
du_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.70,41659,0,0,0,0,0,38469,0
du_upx_nrv__nrv,packed,nrv,switch_rule,packed,0.90,41659,0,0,0,0,0,38469,0
du_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.50,41659,0,0,0,0,0,38469,0
du_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.70,41659,0,0,0,0,0,38469,0
du_upx_nrv__nrv,packed,nrv,switch_guard,packed,0.90,41659,0,0,0,0,0,38469,0
du_upx_nrv__nrv,packed,nrv,oracle,packed,0.50,41659,0,0,0,0,0,38469,0
du_upx_nrv__nrv,packed,nrv,oracle,packed,0.70,41659,0,0,0,0,0,38469,0
du_upx_nrv__nrv,packed,nrv,oracle,packed,0.90,41659,0,0,0,0,0,38469,0
base64_upx_lzma__lzma,packed,lzma,stale,benign,0.50,16137,0,6810,0,5022,0,11837,5022
base64_upx_lzma__lzma,packed,lzma,stale,benign,0.70,16137,0,3801,0,2712,0,11837,2712
base64_upx_lzma__lzma,packed,lzma,stale,benign,0.90,16137,0,2444,0,1676,0,11837,1676
base64_upx_lzma__lzma,packed,lzma,switch_rule,packed,0.50,16137,0,0,0,0,0,11837,0
base64_upx_lzma__lzma,packed,lzma,switch_rule,packed,0.70,16137,0,0,0,0,0,11837,0
base64_upx_lzma__lzma,packed,lzma,switch_rule,packed,0.90,16137,0,0,0,0,0,11837,0
base64_upx_lzma__lzma,packed,lzma,switch_guard,packed,0.50,16137,0,0,0,0,0,11837,0
base64_upx_lzma__lzma,packed,lzma,switch_guard,packed,0.70,16137,0,0,0,0,0,11837,0
base64_upx_lzma__lzma,packed,lzma,switch_guard,packed,0.90,16137,0,0,0,0,0,11837,0
base64_upx_lzma__lzma,packed,lzma,oracle,packed,0.50,16137,0,0,0,0,0,11837,0
base64_upx_lzma__lzma,packed,lzma,oracle,packed,0.70,16137,0,0,0,0,0,11837,0
base64_upx_lzma__lzma,packed,lzma,oracle,packed,0.90,16137,0,0,0,0,0,11837,0
dir_upx_lzma__lzma,packed,lzma,stale,benign,0.50,38341,0,16425,0,14636,0,34045,14636
dir_upx_lzma__lzma,packed,lzma,stale,benign,0.70,38341,0,9138,0,8049,0,34045,8049
dir_upx_lzma__lzma,packed,lzma,stale,benign,0.90,38341,0,5939,0,5163,0,34045,5163
dir_upx_lzma__lzma,packed,lzma,switch_rule,packed,0.50,38341,0,0,0,0,0,34045,0
dir_upx_lzma__lzma,packed,lzma,switch_rule,packed,0.70,38341,0,0,0,0,0,34045,0
dir_upx_lzma__lzma,packed,lzma,switch_rule,packed,0.90,38341,0,0,0,0,0,34045,0
dir_upx_lzma__lzma,packed,lzma,switch_guard,packed,0.50,38341,0,0,0,0,0,34045,0
dir_upx_lzma__lzma,packed,lzma,switch_guard,packed,0.70,38341,0,0,0,0,0,34045,0
dir_upx_lzma__lzma,packed,lzma,switch_guard,packed,0.90,38341,0,0,0,0,0,34045,0
dir_upx_lzma__lzma,packed,lzma,oracle,packed,0.50,38341,0,0,0,0,0,34045,0
dir_upx_lzma__lzma,packed,lzma,oracle,packed,0.70,38341,0,0,0,0,0,34045,0
dir_upx_lzma__lzma,packed,lzma,oracle,packed,0.90,38341,0,0,0,0,0,34045,0
p05_vm_baseline,benign,vmlegit,stale,benign,0.50,577,186,186,166,20,20,0,0
p05_vm_baseline,benign,vmlegit,stale,benign,0.70,577,186,124,122,2,64,0,0
p05_vm_baseline,benign,vmlegit,stale,benign,0.90,577,186,90,90,0,96,0,0
p05_vm_baseline,benign,vmlegit,switch_rule,benign,0.50,577,186,186,166,20,20,0,0
p05_vm_baseline,benign,vmlegit,switch_rule,benign,0.70,577,186,124,122,2,64,0,0
p05_vm_baseline,benign,vmlegit,switch_rule,benign,0.90,577,186,90,90,0,96,0,0
p05_vm_baseline,benign,vmlegit,switch_guard,benign,0.50,577,186,186,166,20,20,0,0
p05_vm_baseline,benign,vmlegit,switch_guard,benign,0.70,577,186,124,122,2,64,0,0
p05_vm_baseline,benign,vmlegit,switch_guard,benign,0.90,577,186,90,90,0,96,0,0
p05_vm_baseline,benign,vmlegit,oracle,benign,0.50,577,186,186,166,20,20,0,0
p05_vm_baseline,benign,vmlegit,oracle,benign,0.70,577,186,124,122,2,64,0,0
p05_vm_baseline,benign,vmlegit,oracle,benign,0.90,577,186,90,90,0,96,0,0
p05_vm_virt,benign,vmlegit,stale,benign,0.50,2630,592,611,555,56,37,0,0
p05_vm_virt,benign,vmlegit,stale,benign,0.70,2630,592,397,392,5,200,0,0
p05_vm_virt,benign,vmlegit,stale,benign,0.90,2630,592,358,355,3,237,0,0
p05_vm_virt,benign,vmlegit,switch_rule,packed,0.50,2630,592,0,0,0,592,0,0
p05_vm_virt,benign,vmlegit,switch_rule,packed,0.70,2630,592,0,0,0,592,0,0
p05_vm_virt,benign,vmlegit,switch_rule,packed,0.90,2630,592,0,0,0,592,0,0
p05_vm_virt,benign,vmlegit,switch_guard,benign,0.50,2630,592,611,555,56,37,0,0
p05_vm_virt,benign,vmlegit,switch_guard,benign,0.70,2630,592,397,392,5,200,0,0
p05_vm_virt,benign,vmlegit,switch_guard,benign,0.90,2630,592,358,355,3,237,0,0
p05_vm_virt,benign,vmlegit,oracle,benign,0.50,2630,592,611,555,56,37,0,0
p05_vm_virt,benign,vmlegit,oracle,benign,0.70,2630,592,397,392,5,200,0,0
p05_vm_virt,benign,vmlegit,oracle,benign,0.90,2630,592,358,355,3,237,0,0
vmbig,benign,vmlegit,stale,benign,0.50,1787,545,577,511,66,34,0,0
vmbig,benign,vmlegit,stale,benign,0.70,1787,545,408,403,5,142,0,0
vmbig,benign,vmlegit,stale,benign,0.90,1787,545,202,200,2,345,0,0
vmbig,benign,vmlegit,switch_rule,packed,0.50,1787,545,0,0,0,545,0,0
vmbig,benign,vmlegit,switch_rule,packed,0.70,1787,545,0,0,0,545,0,0
vmbig,benign,vmlegit,switch_rule,packed,0.90,1787,545,0,0,0,545,0,0
vmbig,benign,vmlegit,switch_guard,benign,0.50,1787,545,577,511,66,34,0,0
vmbig,benign,vmlegit,switch_guard,benign,0.70,1787,545,408,403,5,142,0,0
vmbig,benign,vmlegit,switch_guard,benign,0.90,1787,545,202,200,2,345,0,0
vmbig,benign,vmlegit,oracle,benign,0.50,1787,545,577,511,66,34,0,0
vmbig,benign,vmlegit,oracle,benign,0.70,1787,545,408,403,5,142,0,0
vmbig,benign,vmlegit,oracle,benign,0.90,1787,545,202,200,2,345,0,0
