name,regime,sublabel,arm,pick,tau,n_cand,n_pos,n_accept,tp,fp,fn,n_window,win_accept
desync_coreutils_64_O0_logname,obfuscated,pilot,oracle,obfuscated,0.50,37038,10855,11666,10090,1576,765,0,0
desync_coreutils_64_O0_logname,obfuscated,pilot,oracle,obfuscated,0.70,37038,10855,11456,9946,1510,909,0,0
desync_coreutils_64_O0_logname,obfuscated,pilot,oracle,obfuscated,0.90,37038,10855,0,0,0,10855,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,stale,benign,0.50,50633,14797,17719,14370,3349,427,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,stale,benign,0.70,50633,14797,17102,14098,3004,699,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,stale,benign,0.90,50633,14797,16786,13892,2894,905,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,switch_rule,obfuscated,0.50,50633,14797,17058,14074,2984,723,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,switch_rule,obfuscated,0.70,50633,14797,16836,13933,2903,864,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,switch_rule,obfuscated,0.90,50633,14797,0,0,0,14797,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,switch_guard,obfuscated,0.50,50633,14797,17058,14074,2984,723,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,switch_guard,obfuscated,0.70,50633,14797,16836,13933,2903,864,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,switch_guard,obfuscated,0.90,50633,14797,0,0,0,14797,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,oracle,obfuscated,0.50,50633,14797,17058,14074,2984,723,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,oracle,obfuscated,0.70,50633,14797,16836,13933,2903,864,0,0
desync_coreutils_64_O0_logname,obfuscated,d1_med,oracle,obfuscated,0.90,50633,14797,0,0,0,14797,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,stale,benign,0.50,118573,32950,44194,32408,11786,542,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,stale,benign,0.70,118573,32950,43558,32234,11324,716,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,stale,benign,0.90,118573,32950,43331,32118,11213,832,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,switch_rule,obfuscated,0.50,118573,32950,43524,32211,11313,739,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,switch_rule,obfuscated,0.70,118573,32950,43366,32138,11228,812,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,switch_rule,obfuscated,0.90,118573,32950,0,0,0,32950,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,switch_guard,obfuscated,0.50,118573,32950,43524,32211,11313,739,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,switch_guard,obfuscated,0.70,118573,32950,43366,32138,11228,812,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,switch_guard,obfuscated,0.90,118573,32950,0,0,0,32950,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,oracle,obfuscated,0.50,118573,32950,43524,32211,11313,739,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,oracle,obfuscated,0.70,118573,32950,43366,32138,11228,812,0,0
desync_coreutils_64_O0_logname,obfuscated,d2_heavy,oracle,obfuscated,0.90,118573,32950,0,0,0,32950,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,stale,benign,0.50,126777,32320,47757,31953,15804,367,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,stale,benign,0.70,126777,32320,46913,31835,15078,485,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,stale,benign,0.90,126777,32320,46636,31769,14867,551,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,switch_rule,obfuscated,0.50,126777,32320,46888,31827,15061,493,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,switch_rule,obfuscated,0.70,126777,32320,46690,31785,14905,535,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,switch_rule,obfuscated,0.90,126777,32320,0,0,0,32320,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,switch_guard,obfuscated,0.50,126777,32320,46888,31827,15061,493,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,switch_guard,obfuscated,0.70,126777,32320,46690,31785,14905,535,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,switch_guard,obfuscated,0.90,126777,32320,0,0,0,32320,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,oracle,obfuscated,0.50,126777,32320,46888,31827,15061,493,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,oracle,obfuscated,0.70,126777,32320,46690,31785,14905,535,0,0
desync_coreutils_64_O0_logname,obfuscated,d3_max,oracle,obfuscated,0.90,126777,32320,0,0,0,32320,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,stale,benign,0.50,39491,11568,13321,11123,2198,445,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,stale,benign,0.70,39491,11568,12543,10771,1772,797,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,stale,benign,0.90,39491,11568,12159,10517,1642,1051,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,switch_rule,obfuscated,0.50,39491,11568,12480,10737,1743,831,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,switch_rule,obfuscated,0.70,39491,11568,12199,10547,1652,1021,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,switch_rule,obfuscated,0.90,39491,11568,0,0,0,11568,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,switch_guard,obfuscated,0.50,39491,11568,12480,10737,1743,831,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,switch_guard,obfuscated,0.70,39491,11568,12199,10547,1652,1021,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,switch_guard,obfuscated,0.90,39491,11568,0,0,0,11568,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,oracle,obfuscated,0.50,39491,11568,12480,10737,1743,831,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,oracle,obfuscated,0.70,39491,11568,12199,10547,1652,1021,0,0
desync_coreutils_64_O0_runcon,obfuscated,pilot,oracle,obfuscated,0.90,39491,11568,0,0,0,11568,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,stale,benign,0.50,54456,15929,19015,15375,3640,554,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,stale,benign,0.70,54456,15929,18273,15070,3203,859,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,stale,benign,0.90,54456,15929,17982,14887,3095,1042,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,switch_rule,obfuscated,0.50,54456,15929,18230,15052,3178,877,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,switch_rule,obfuscated,0.70,54456,15929,18011,14912,3099,1017,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,switch_rule,obfuscated,0.90,54456,15929,0,0,0,15929,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,switch_guard,obfuscated,0.50,54456,15929,18230,15052,3178,877,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,switch_guard,obfuscated,0.70,54456,15929,18011,14912,3099,1017,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,switch_guard,obfuscated,0.90,54456,15929,0,0,0,15929,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,oracle,obfuscated,0.50,54456,15929,18230,15052,3178,877,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,oracle,obfuscated,0.70,54456,15929,18011,14912,3099,1017,0,0
desync_coreutils_64_O0_runcon,obfuscated,d1_med,oracle,obfuscated,0.90,54456,15929,0,0,0,15929,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,stale,benign,0.50,127801,35590,47837,35058,12779,532,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,stale,benign,0.70,127801,35590,47202,34900,12302,690,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,stale,benign,0.90,127801,35590,46993,34803,12190,787,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,switch_rule,obfuscated,0.50,127801,35590,47177,34891,12286,699,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,switch_rule,obfuscated,0.70,127801,35590,47026,34822,12204,768,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,switch_rule,obfuscated,0.90,127801,35590,0,0,0,35590,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,switch_guard,obfuscated,0.50,127801,35590,47177,34891,12286,699,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,switch_guard,obfuscated,0.70,127801,35590,47026,34822,12204,768,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,switch_guard,obfuscated,0.90,127801,35590,0,0,0,35590,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,oracle,obfuscated,0.50,127801,35590,47177,34891,12286,699,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,oracle,obfuscated,0.70,127801,35590,47026,34822,12204,768,0,0
desync_coreutils_64_O0_runcon,obfuscated,d2_heavy,oracle,obfuscated,0.90,127801,35590,0,0,0,35590,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,stale,benign,0.50,136665,34891,51168,34336,16832,555,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,stale,benign,0.70,136665,34891,50078,34174,15904,717,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,stale,benign,0.90,136665,34891,49697,34051,15646,840,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,switch_rule,obfuscated,0.50,136665,34891,50057,34161,15896,730,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,switch_rule,obfuscated,0.70,136665,34891,49753,34065,15688,826,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,switch_rule,obfuscated,0.90,136665,34891,0,0,0,34891,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,switch_guard,obfuscated,0.50,136665,34891,50057,34161,15896,730,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,switch_guard,obfuscated,0.70,136665,34891,49753,34065,15688,826,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,switch_guard,obfuscated,0.90,136665,34891,0,0,0,34891,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,oracle,obfuscated,0.50,136665,34891,50057,34161,15896,730,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,oracle,obfuscated,0.70,136665,34891,49753,34065,15688,826,0,0
desync_coreutils_64_O0_runcon,obfuscated,d3_max,oracle,obfuscated,0.90,136665,34891,0,0,0,34891,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,stale,benign,0.50,6494,1919,2266,1877,389,42,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,stale,benign,0.70,6494,1919,2211,1847,364,72,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,stale,benign,0.90,6494,1919,2199,1838,361,81,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,switch_rule,obfuscated,0.50,6494,1919,2209,1845,364,74,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,switch_rule,obfuscated,0.70,6494,1919,2200,1839,361,80,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,switch_rule,obfuscated,0.90,6494,1919,0,0,0,1919,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,switch_guard,obfuscated,0.50,6494,1919,2209,1845,364,74,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,switch_guard,obfuscated,0.70,6494,1919,2200,1839,361,80,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,switch_guard,obfuscated,0.90,6494,1919,0,0,0,1919,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,oracle,obfuscated,0.50,6494,1919,2209,1845,364,74,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,oracle,obfuscated,0.70,6494,1919,2200,1839,361,80,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d1_med,oracle,obfuscated,0.90,6494,1919,0,0,0,1919,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,stale,benign,0.50,14593,4048,5587,4034,1553,14,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,stale,benign,0.70,14593,4048,5537,4018,1519,30,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,stale,benign,0.90,14593,4048,5524,4008,1516,40,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,switch_rule,obfuscated,0.50,14593,4048,5536,4017,1519,31,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,switch_rule,obfuscated,0.70,14593,4048,5528,4012,1516,36,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,switch_rule,obfuscated,0.90,14593,4048,0,0,0,4048,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,switch_guard,obfuscated,0.50,14593,4048,5536,4017,1519,31,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,switch_guard,obfuscated,0.70,14593,4048,5528,4012,1516,36,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,switch_guard,obfuscated,0.90,14593,4048,0,0,0,4048,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,oracle,obfuscated,0.50,14593,4048,5536,4017,1519,31,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,oracle,obfuscated,0.70,14593,4048,5528,4012,1516,36,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d2_heavy,oracle,obfuscated,0.90,14593,4048,0,0,0,4048,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,stale,benign,0.50,16435,4099,6177,4085,2092,14,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,stale,benign,0.70,16435,4099,6094,4071,2023,28,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,stale,benign,0.90,16435,4099,6071,4064,2007,35,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,switch_rule,obfuscated,0.50,16435,4099,6052,4041,2011,58,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,switch_rule,obfuscated,0.70,16435,4099,6032,4037,1995,62,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,switch_rule,obfuscated,0.90,16435,4099,0,0,0,4099,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,switch_guard,obfuscated,0.50,16435,4099,6052,4041,2011,58,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,switch_guard,obfuscated,0.70,16435,4099,6032,4037,1995,62,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,switch_guard,obfuscated,0.90,16435,4099,0,0,0,4099,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,oracle,obfuscated,0.50,16435,4099,6052,4041,2011,58,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,oracle,obfuscated,0.70,16435,4099,6032,4037,1995,62,0,0
desync_coreutils_64_O0_make-prime-list,obfuscated,d3_max,oracle,obfuscated,0.90,16435,4099,0,0,0,4099,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,stale,benign,0.50,176711,51434,59587,50528,9059,906,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,stale,benign,0.70,176711,51434,58146,49899,8247,1535,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,stale,benign,0.90,176711,51434,57478,49495,7983,1939,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,switch_rule,obfuscated,0.50,176711,51434,58034,49846,8188,1588,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,switch_rule,obfuscated,0.70,176711,51434,57569,49559,8010,1875,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,switch_rule,obfuscated,0.90,176711,51434,0,0,0,51434,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,switch_guard,obfuscated,0.50,176711,51434,58034,49846,8188,1588,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,switch_guard,obfuscated,0.70,176711,51434,57569,49559,8010,1875,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,switch_guard,obfuscated,0.90,176711,51434,0,0,0,51434,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,oracle,obfuscated,0.50,176711,51434,58034,49846,8188,1588,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,oracle,obfuscated,0.70,176711,51434,57569,49559,8010,1875,0,0
desync_coreutils_64_O0_factor,obfuscated,pilot,oracle,obfuscated,0.90,176711,51434,0,0,0,51434,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,stale,benign,0.50,184624,51003,59077,49395,9682,1608,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,stale,benign,0.70,184624,51003,56405,48348,8057,2655,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,stale,benign,0.90,184624,51003,55176,47563,7613,3440,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,switch_rule,obfuscated,0.50,184624,51003,56239,48269,7970,2734,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,switch_rule,obfuscated,0.70,184624,51003,55384,47708,7676,3295,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,switch_rule,obfuscated,0.90,184624,51003,0,0,0,51003,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,switch_guard,obfuscated,0.50,184624,51003,56239,48269,7970,2734,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,switch_guard,obfuscated,0.70,184624,51003,55384,47708,7676,3295,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,switch_guard,obfuscated,0.90,184624,51003,0,0,0,51003,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,oracle,obfuscated,0.50,184624,51003,56239,48269,7970,2734,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,oracle,obfuscated,0.70,184624,51003,55384,47708,7676,3295,0,0
desync_coreutils_64_O0_od,obfuscated,pilot,oracle,obfuscated,0.90,184624,51003,0,0,0,51003,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,stale,benign,0.50,55432,16090,18640,15693,2947,397,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,stale,benign,0.70,55432,16090,17979,15410,2569,680,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,stale,benign,0.90,55432,16090,17592,15148,2444,942,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,switch_rule,obfuscated,0.50,55432,16090,17916,15376,2540,714,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,switch_rule,obfuscated,0.70,55432,16090,17650,15196,2454,894,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,switch_rule,obfuscated,0.90,55432,16090,0,0,0,16090,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,switch_guard,obfuscated,0.50,55432,16090,17916,15376,2540,714,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,switch_guard,obfuscated,0.70,55432,16090,17650,15196,2454,894,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,switch_guard,obfuscated,0.90,55432,16090,0,0,0,16090,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,oracle,obfuscated,0.50,55432,16090,17916,15376,2540,714,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,oracle,obfuscated,0.70,55432,16090,17650,15196,2454,894,0,0
desync_coreutils_64_O0_env,obfuscated,pilot,oracle,obfuscated,0.90,55432,16090,0,0,0,16090,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,stale,benign,0.50,76197,22124,26934,21710,5224,414,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,stale,benign,0.70,76197,22124,26323,21461,4862,663,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,stale,benign,0.90,76197,22124,25994,21246,4748,878,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,switch_rule,obfuscated,0.50,76197,22124,26277,21434,4843,690,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,switch_rule,obfuscated,0.70,76197,22124,26046,21284,4762,840,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,switch_rule,obfuscated,0.90,76197,22124,0,0,0,22124,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,switch_guard,obfuscated,0.50,76197,22124,26277,21434,4843,690,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,switch_guard,obfuscated,0.70,76197,22124,26046,21284,4762,840,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,switch_guard,obfuscated,0.90,76197,22124,0,0,0,22124,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,oracle,obfuscated,0.50,76197,22124,26277,21434,4843,690,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,oracle,obfuscated,0.70,76197,22124,26046,21284,4762,840,0,0
desync_coreutils_64_O0_env,obfuscated,d1_med,oracle,obfuscated,0.90,76197,22124,0,0,0,22124,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,stale,benign,0.50,97707,28374,33139,27844,5295,530,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,stale,benign,0.70,97707,28374,32205,27408,4797,966,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,stale,benign,0.90,97707,28374,31706,27089,4617,1285,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,switch_rule,obfuscated,0.50,97707,28374,32138,27372,4766,1002,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,switch_rule,obfuscated,0.70,97707,28374,31785,27140,4645,1234,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,switch_rule,obfuscated,0.90,97707,28374,0,0,0,28374,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,switch_guard,obfuscated,0.50,97707,28374,32138,27372,4766,1002,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,switch_guard,obfuscated,0.70,97707,28374,31785,27140,4645,1234,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,switch_guard,obfuscated,0.90,97707,28374,0,0,0,28374,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,oracle,obfuscated,0.50,97707,28374,32138,27372,4766,1002,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,oracle,obfuscated,0.70,97707,28374,31785,27140,4645,1234,0,0
desync_coreutils_64_O0_ln,obfuscated,pilot,oracle,obfuscated,0.90,97707,28374,0,0,0,28374,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,stale,benign,0.50,131592,38062,46353,37390,8963,672,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,stale,benign,0.70,131592,38062,45516,37064,8452,998,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,stale,benign,0.90,131592,38062,45049,36767,8282,1295,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,switch_rule,obfuscated,0.50,131592,38062,45422,37023,8399,1039,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,switch_rule,obfuscated,0.70,131592,38062,45121,36828,8293,1234,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,switch_rule,obfuscated,0.90,131592,38062,0,0,0,38062,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,switch_guard,obfuscated,0.50,131592,38062,45422,37023,8399,1039,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,switch_guard,obfuscated,0.70,131592,38062,45121,36828,8293,1234,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,switch_guard,obfuscated,0.90,131592,38062,0,0,0,38062,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,oracle,obfuscated,0.50,131592,38062,45422,37023,8399,1039,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,oracle,obfuscated,0.70,131592,38062,45121,36828,8293,1234,0,0
desync_coreutils_64_O0_ln,obfuscated,d1_med,oracle,obfuscated,0.90,131592,38062,0,0,0,38062,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,stale,benign,0.50,50635,14716,17110,14225,2885,491,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,stale,benign,0.70,50635,14716,16312,13876,2436,840,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,stale,benign,0.90,50635,14716,15905,13612,2293,1104,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,switch_rule,obfuscated,0.50,50635,14716,16260,13849,2411,867,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,switch_rule,obfuscated,0.70,50635,14716,15964,13656,2308,1060,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,switch_rule,obfuscated,0.90,50635,14716,0,0,0,14716,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,switch_guard,obfuscated,0.50,50635,14716,16260,13849,2411,867,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,switch_guard,obfuscated,0.70,50635,14716,15964,13656,2308,1060,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,switch_guard,obfuscated,0.90,50635,14716,0,0,0,14716,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,oracle,obfuscated,0.50,50635,14716,16260,13849,2411,867,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,oracle,obfuscated,0.70,50635,14716,15964,13656,2308,1060,0,0
desync_coreutils_64_O0_nl,obfuscated,pilot,oracle,obfuscated,0.90,50635,14716,0,0,0,14716,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,stale,benign,0.50,69168,20074,24284,19582,4702,492,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,stale,benign,0.70,69168,20074,23665,19331,4334,743,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,stale,benign,0.90,69168,20074,23382,19158,4224,916,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,switch_rule,obfuscated,0.50,69168,20074,23623,19311,4312,763,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,switch_rule,obfuscated,0.70,69168,20074,23422,19193,4229,881,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,switch_rule,obfuscated,0.90,69168,20074,0,0,0,20074,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,switch_guard,obfuscated,0.50,69168,20074,23623,19311,4312,763,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,switch_guard,obfuscated,0.70,69168,20074,23422,19193,4229,881,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,switch_guard,obfuscated,0.90,69168,20074,0,0,0,20074,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,oracle,obfuscated,0.50,69168,20074,23623,19311,4312,763,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,oracle,obfuscated,0.70,69168,20074,23422,19193,4229,881,0,0
desync_coreutils_64_O0_nl,obfuscated,d1_med,oracle,obfuscated,0.90,69168,20074,0,0,0,20074,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,stale,benign,0.50,209495,60387,69816,58836,10980,1551,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,stale,benign,0.70,209495,60387,67075,57665,9410,2722,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,stale,benign,0.90,209495,60387,65711,56820,8891,3567,0,0
desync_coreutils_64_O0_vdir,obfuscated,pilot,switch_rule,obfuscated,0.50,209495,60387,66895,57566,9329,2821,0,0
